time,Solar_production_MW,percentage
2024-04-01 00:00:00+0200,0,0.0
2024-04-01 01:00:00+0200,0,0.0
2024-04-01 02:00:00+0200,0,0.0
2024-04-01 03:00:00+0200,0,0.0
2024-04-01 04:00:00+0200,0,0.0
2024-04-01 05:00:00+0200,0,0.0
2024-04-01 06:00:00+0200,0,0.0
2024-04-01 07:00:00+0200,33,0.16
2024-04-01 08:00:00+0200,584,2.76
2024-04-01 09:00:00+0200,1705,8.05
2024-04-01 10:00:00+0200,2426,11.45
2024-04-01 11:00:00+0200,3175,14.99
2024-04-01 12:00:00+0200,3946,18.63
2024-04-01 13:00:00+0200,5228,24.68
2024-04-01 14:00:00+0200,6602,31.16
2024-04-01 15:00:00+0200,7141,33.7
2024-04-01 16:00:00+0200,7361,34.74
2024-04-01 17:00:00+0200,5441,25.68
2024-04-01 18:00:00+0200,3849,18.16
2024-04-01 19:00:00+0200,1725,8.14
2024-04-01 20:00:00+0200,108,0.51
2024-04-01 21:00:00+0200,0,0.0
2024-04-01 22:00:00+0200,0,0.0
2024-04-01 23:00:00+0200,0,0.0
2024-04-02 00:00:00+0200,0,0.0
2024-04-02 01:00:00+0200,0,0.0
2024-04-02 02:00:00+0200,0,0.0
2024-04-02 03:00:00+0200,0,0.0
2024-04-02 04:00:00+0200,0,0.0
2024-04-02 05:00:00+0200,0,0.0
2024-04-02 06:00:00+0200,0,0.0
2024-04-02 07:00:00+0200,100,0.47
2024-04-02 08:00:00+0200,1244,5.87
2024-04-02 09:00:00+0200,2817,13.29
2024-04-02 10:00:00+0200,4123,19.45
2024-04-02 11:00:00+0200,4831,22.79
2024-04-02 12:00:00+0200,5294,24.98
2024-04-02 13:00:00+0200,6142,28.98
2024-04-02 14:00:00+0200,6338,29.9
2024-04-02 15:00:00+0200,6439,30.38
2024-04-02 16:00:00+0200,5476,25.84
2024-04-02 17:00:00+0200,4261,20.1
2024-04-02 18:00:00+0200,2721,12.84
2024-04-02 19:00:00+0200,885,4.17
2024-04-02 20:00:00+0200,38,0.18
2024-04-02 21:00:00+0200,0,0.0
2024-04-02 22:00:00+0200,0,0.0
2024-04-02 23:00:00+0200,0,0.0
2024-04-03 00:00:00+0200,0,0.0
2024-04-03 01:00:00+0200,0,0.0
2024-04-03 02:00:00+0200,0,0.0
2024-04-03 03:00:00+0200,0,0.0
2024-04-03 04:00:00+0200,0,0.0
2024-04-03 05:00:00+0200,0,0.0
2024-04-03 06:00:00+0200,0,0.0
2024-04-03 07:00:00+0200,40,0.19
2024-04-03 08:00:00+0200,526,2.48
2024-04-03 09:00:00+0200,1448,6.83
2024-04-03 10:00:00+0200,2515,11.87
2024-04-03 11:00:00+0200,3737,17.62
2024-04-03 12:00:00+0200,4133,19.49
2024-04-03 13:00:00+0200,4173,19.68
2024-04-03 14:00:00+0200,5500,25.94
2024-04-03 15:00:00+0200,6312,29.77
2024-04-03 16:00:00+0200,5273,24.87
2024-04-03 17:00:00+0200,4195,19.78
2024-04-03 18:00:00+0200,2493,11.76
2024-04-03 19:00:00+0200,792,3.74
2024-04-03 20:00:00+0200,46,0.22
2024-04-03 21:00:00+0200,0,0.0
2024-04-03 22:00:00+0200,0,0.0
2024-04-03 23:00:00+0200,0,0.0
2024-04-04 00:00:00+0200,0,0.0
2024-04-04 01:00:00+0200,0,0.0
2024-04-04 02:00:00+0200,0,0.0
2024-04-04 03:00:00+0200,0,0.0
2024-04-04 04:00:00+0200,0,0.0
2024-04-04 05:00:00+0200,0,0.0
2024-04-04 06:00:00+0200,0,0.0
2024-04-04 07:00:00+0200,31,0.15
2024-04-04 08:00:00+0200,274,1.29
2024-04-04 09:00:00+0200,759,3.58
