time,Solar_production_MW,percentage
2019-06-01 00:00:00+0200,0,0.0
2019-06-01 01:00:00+0200,0,0.0
2019-06-01 02:00:00+0200,0,0.0
2019-06-01 03:00:00+0200,0,0.0
2019-06-01 04:00:00+0200,0,0.0
2019-06-01 05:00:00+0200,5,0.12
2019-06-01 06:00:00+0200,162,3.72
2019-06-01 07:00:00+0200,635,14.52
2019-06-01 08:00:00+0200,1277,29.19
2019-06-01 09:00:00+0200,2019,46.15
2019-06-01 10:00:00+0200,2665,60.91
2019-06-01 11:00:00+0200,3249,74.23
2019-06-01 12:00:00+0200,3666,83.76
2019-06-01 13:00:00+0200,3886,88.77
2019-06-01 14:00:00+0200,3932,89.82
2019-06-01 15:00:00+0200,3711,84.76
2019-06-01 16:00:00+0200,3276,74.83
2019-06-01 17:00:00+0200,2556,58.39
2019-06-01 18:00:00+0200,1580,36.08
2019-06-01 19:00:00+0200,871,19.91
2019-06-01 20:00:00+0200,379,8.66
2019-06-01 21:00:00+0200,79,1.81
2019-06-01 22:00:00+0200,0,0.0
2019-06-01 23:00:00+0200,0,0.0
2019-06-02 00:00:00+0200,0,0.0
2019-06-02 01:00:00+0200,0,0.0
2019-06-02 02:00:00+0200,0,0.0
2019-06-02 03:00:00+0200,0,0.0
2019-06-02 04:00:00+0200,0,0.0
2019-06-02 05:00:00+0200,7,0.17
2019-06-02 06:00:00+0200,171,3.9
2019-06-02 07:00:00+0200,614,14.03
2019-06-02 08:00:00+0200,1317,30.06
2019-06-02 09:00:00+0200,2063,47.07
2019-06-02 10:00:00+0200,2713,61.88
2019-06-02 11:00:00+0200,3276,74.72
2019-06-02 12:00:00+0200,3582,81.69
2019-06-02 13:00:00+0200,3735,85.17
2019-06-02 14:00:00+0200,3694,84.24
2019-06-02 15:00:00+0200,3480,79.34
2019-06-02 16:00:00+0200,3178,72.45
2019-06-02 17:00:00+0200,2567,58.53
2019-06-02 18:00:00+0200,1899,43.29
2019-06-02 19:00:00+0200,1045,23.82
2019-06-02 20:00:00+0200,395,9.02
2019-06-02 21:00:00+0200,46,1.06
2019-06-02 22:00:00+0200,0,0.0
2019-06-02 23:00:00+0200,0,0.0
2019-06-03 00:00:00+0200,0,0.0
2019-06-03 01:00:00+0200,0,0.0
2019-06-03 02:00:00+0200,0,0.0
2019-06-03 03:00:00+0200,0,0.0
2019-06-03 04:00:00+0200,0,0.0
2019-06-03 05:00:00+0200,4,0.1
2019-06-03 06:00:00+0200,98,2.24
2019-06-03 07:00:00+0200,424,9.68
2019-06-03 08:00:00+0200,731,16.65
2019-06-03 09:00:00+0200,1101,25.08
2019-06-03 10:00:00+0200,1611,36.68
2019-06-03 11:00:00+0200,1728,39.34
2019-06-03 12:00:00+0200,1569,35.74
2019-06-03 13:00:00+0200,1723,39.24
2019-06-03 14:00:00+0200,1797,40.9
2019-06-03 15:00:00+0200,1862,42.38
2019-06-03 16:00:00+0200,1994,45.39
2019-06-03 17:00:00+0200,1686,38.38
2019-06-03 18:00:00+0200,1546,35.19
2019-06-03 19:00:00+0200,963,21.93
2019-06-03 20:00:00+0200,395,8.99
2019-06-03 21:00:00+0200,75,1.71
2019-06-03 22:00:00+0200,0,0.0
2019-06-03 23:00:00+0200,0,0.0
2019-06-04 00:00:00+0200,0,0.0
2019-06-04 01:00:00+0200,0,0.0
2019-06-04 02:00:00+0200,0,0.0
2019-06-04 03:00:00+0200,0,0.0
2019-06-04 04:00:00+0200,0,0.0
2019-06-04 05:00:00+0200,6,0.14
2019-06-04 06:00:00+0200,148,3.37
2019-06-04 07:00:00+0200,559,12.72
2019-06-04 08:00:00+0200,1177,26.77
2019-06-04 09:00:00+0200,1928,43.83
2019-06-04 10:00:00+0200,2582,58.69
2019-06-04 11:00:00+0200,3126,71.05
2019-06-04 12:00:00+0200,3099,70.42
2019-06-04 13:00:00+0200,2683,60.97
2019-06-04 14:00:00+0200,2253,51.19
2019-06-04 15:00:00+0200,2060,46.8
2019-06-04 16:00:00+0200,1831,41.6
2019-06-04 17:00:00+0200,1454,33.04
2019-06-04 18:00:00+0200,1281,29.11
2019-06-04 19:00:00+0200,764,17.36
2019-06-04 20:00:00+0200,232,5.27
2019-06-04 21:00:00+0200,29,0.66
2019-06-04 22:00:00+0200,0,0.0
2019-06-04 23:00:00+0200,0,0.0
2019-06-05 00:00:00+0200,0,0.0
2019-06-05 01:00:00+0200,0,0.0
2019-06-05 02:00:00+0200,0,0.0
2019-06-05 03:00:00+0200,0,0.0
2019-06-05 04:00:00+0200,0,0.0
2019-06-05 05:00:00+0200,5,0.12
2019-06-05 06:00:00+0200,105,2.4
2019-06-05 07:00:00+0200,252,5.73
2019-06-05 08:00:00+0200,442,10.04
2019-06-05 09:00:00+0200,760,17.25
2019-06-05 10:00:00+0200,1156,26.24
2019-06-05 11:00:00+0200,1579,35.84
2019-06-05 12:00:00+0200,1726,39.15
2019-06-05 13:00:00+0200,1827,41.44
2019-06-05 14:00:00+0200,1854,42.06
2019-06-05 15:00:00+0200,1686,38.24
2019-06-05 16:00:00+0200,1742,39.51
2019-06-05 17:00:00+0200,1744,39.57
2019-06-05 18:00:00+0200,1223,27.75
2019-06-05 19:00:00+0200,721,16.37
2019-06-05 20:00:00+0200,318,7.21
2019-06-05 21:00:00+0200,72,1.65
2019-06-05 22:00:00+0200,0,0.0
2019-06-05 23:00:00+0200,0,0.0
2019-06-06 00:00:00+0200,0,0.0
2019-06-06 01:00:00+0200,0,0.0
2019-06-06 02:00:00+0200,0,0.0
2019-06-06 03:00:00+0200,0,0.0
2019-06-06 04:00:00+0200,0,0.0
2019-06-06 05:00:00+0200,2,0.07
2019-06-06 06:00:00+0200,46,1.06
2019-06-06 07:00:00+0200,194,4.41
2019-06-06 08:00:00+0200,537,12.18
2019-06-06 09:00:00+0200,1039,23.54
2019-06-06 10:00:00+0200,1637,37.08
2019-06-06 11:00:00+0200,2179,49.35
2019-06-06 12:00:00+0200,2395,54.24
2019-06-06 13:00:00+0200,2621,59.35
2019-06-06 14:00:00+0200,2846,64.45
2019-06-06 15:00:00+0200,2629,59.53
2019-06-06 16:00:00+0200,2478,56.1
2019-06-06 17:00:00+0200,2312,52.35
2019-06-06 18:00:00+0200,1732,39.22
2019-06-06 19:00:00+0200,1039,23.52
2019-06-06 20:00:00+0200,491,11.13
2019-06-06 21:00:00+0200,101,2.29
2019-06-06 22:00:00+0200,0,0.0
2019-06-06 23:00:00+0200,0,0.0
2019-06-07 00:00:00+0200,0,0.0
2019-06-07 01:00:00+0200,0,0.0
2019-06-07 02:00:00+0200,0,0.0
2019-06-07 03:00:00+0200,0,0.0
2019-06-07 04:00:00+0200,0,0.0
2019-06-07 05:00:00+0200,13,0.3
2019-06-07 06:00:00+0200,200,4.54
2019-06-07 07:00:00+0200,627,14.18
2019-06-07 08:00:00+0200,1277,28.88
2019-06-07 09:00:00+0200,1652,37.37
2019-06-07 10:00:00+0200,2208,49.93
2019-06-07 11:00:00+0200,2583,58.4
2019-06-07 12:00:00+0200,3246,73.38
2019-06-07 13:00:00+0200,3638,82.24
2019-06-07 14:00:00+0200,3344,75.6
2019-06-07 15:00:00+0200,2386,53.93
2019-06-07 16:00:00+0200,1384,31.29
2019-06-07 17:00:00+0200,654,14.8
2019-06-07 18:00:00+0200,346,7.83
2019-06-07 19:00:00+0200,342,7.74
2019-06-07 20:00:00+0200,301,6.81
2019-06-07 21:00:00+0200,134,3.05
