time,Solar_production_MW,percentage
2024-10-01 00:00:00+0200,0,0.0
2024-10-01 01:00:00+0200,0,0.0
2024-10-01 02:00:00+0200,0,0.0
2024-10-01 03:00:00+0200,0,0.0
2024-10-01 04:00:00+0200,0,0.0
2024-10-01 05:00:00+0200,0,0.0
2024-10-01 06:00:00+0200,0,0.0
2024-10-01 07:00:00+0200,1,0.01
2024-10-01 08:00:00+0200,174,0.76
2024-10-01 09:00:00+0200,1031,4.52
2024-10-01 10:00:00+0200,2134,9.36
2024-10-01 11:00:00+0200,2980,13.06
2024-10-01 12:00:00+0200,3181,13.94
2024-10-01 13:00:00+0200,3072,13.47
2024-10-01 14:00:00+0200,3662,16.05
2024-10-01 15:00:00+0200,3153,13.82
2024-10-01 16:00:00+0200,2269,9.95
2024-10-01 17:00:00+0200,1696,7.44
2024-10-01 18:00:00+0200,877,3.84
2024-10-01 19:00:00+0200,63,0.28
2024-10-01 20:00:00+0200,0,0.0
2024-10-01 21:00:00+0200,0,0.0
2024-10-01 22:00:00+0200,0,0.0
2024-10-01 23:00:00+0200,0,0.0
2024-10-02 00:00:00+0200,0,0.0
2024-10-02 01:00:00+0200,0,0.0
2024-10-02 02:00:00+0200,0,0.0
2024-10-02 03:00:00+0200,0,0.0
2024-10-02 04:00:00+0200,0,0.0
2024-10-02 05:00:00+0200,0,0.0
2024-10-02 06:00:00+0200,0,0.0
2024-10-02 07:00:00+0200,2,0.01
2024-10-02 08:00:00+0200,255,1.12
2024-10-02 09:00:00+0200,1213,5.32
2024-10-02 10:00:00+0200,2540,11.13
2024-10-02 11:00:00+0200,3757,16.46
2024-10-02 12:00:00+0200,4637,20.32
2024-10-02 13:00:00+0200,4558,19.97
2024-10-02 14:00:00+0200,4108,18.0
2024-10-02 15:00:00+0200,4183,18.33
2024-10-02 16:00:00+0200,3164,13.86
2024-10-02 17:00:00+0200,1596,7.0
2024-10-02 18:00:00+0200,655,2.87
2024-10-02 19:00:00+0200,42,0.18
2024-10-02 20:00:00+0200,0,0.0
2024-10-02 21:00:00+0200,0,0.0
2024-10-02 22:00:00+0200,0,0.0
2024-10-02 23:00:00+0200,0,0.0
2024-10-03 00:00:00+0200,0,0.0
2024-10-03 01:00:00+0200,0,0.0
2024-10-03 02:00:00+0200,0,0.0
2024-10-03 03:00:00+0200,0,0.0
2024-10-03 04:00:00+0200,0,0.0
2024-10-03 05:00:00+0200,0,0.0
2024-10-03 06:00:00+0200,0,0.0
2024-10-03 07:00:00+0200,2,0.01
2024-10-03 08:00:00+0200,714,3.13
2024-10-03 09:00:00+0200,4046,17.72
2024-10-03 10:00:00+0200,8226,36.03
2024-10-03 11:00:00+0200,11733,51.39
2024-10-03 12:00:00+0200,12785,55.99
2024-10-03 13:00:00+0200,12782,55.98
2024-10-03 14:00:00+0200,12024,52.66
2024-10-03 15:00:00+0200,11238,49.21
2024-10-03 16:00:00+0200,8470,37.09
2024-10-03 17:00:00+0200,5390,23.61
2024-10-03 18:00:00+0200,1866,8.18
2024-10-03 19:00:00+0200,71,0.31
2024-10-03 20:00:00+0200,0,0.0
2024-10-03 21:00:00+0200,0,0.0
2024-10-03 22:00:00+0200,0,0.0
2024-10-03 23:00:00+0200,0,0.0
2024-10-04 00:00:00+0200,0,0.0
2024-10-04 01:00:00+0200,0,0.0
2024-10-04 02:00:00+0200,0,0.0
2024-10-04 03:00:00+0200,0,0.0
2024-10-04 04:00:00+0200,0,0.0
2024-10-04 05:00:00+0200,0,0.0
2024-10-04 06:00:00+0200,0,0.0
2024-10-04 07:00:00+0200,1,0.01
2024-10-04 08:00:00+0200,671,2.94
2024-10-04 09:00:00+0200,3920,17.17
2024-10-04 10:00:00+0200,8030,35.16
2024-10-04 11:00:00+0200,11883,52.02
2024-10-04 12:00:00+0200,13922,60.95
2024-10-04 13:00:00+0200,14174,62.05
2024-10-04 14:00:00+0200,13080,57.26
2024-10-04 15:00:00+0200,10577,46.3
2024-10-04 16:00:00+0200,8426,36.89
2024-10-04 17:00:00+0200,5093,22.29
2024-10-04 18:00:00+0200,2185,9.57
2024-10-04 19:00:00+0200,33,0.15
2024-10-04 20:00:00+0200,0,0.0
2024-10-04 21:00:00+0200,0,0.0
2024-10-04 22:00:00+0200,0,0.0
2024-10-04 23:00:00+0200,0,0.0
2024-10-05 00:00:00+0200,0,0.0
2024-10-05 01:00:00+0200,0,0.0
2024-10-05 02:00:00+0200,0,0.0
2024-10-05 03:00:00+0200,0,0.0
2024-10-05 04:00:00+0200,0,0.0
2024-10-05 05:00:00+0200,0,0.0
2024-10-05 06:00:00+0200,0,0.0
2024-10-05 07:00:00+0200,1,0.01
2024-10-05 08:00:00+0200,601,2.63
2024-10-05 09:00:00+0200,3750,16.41
2024-10-05 10:00:00+0200,7990,34.97
2024-10-05 11:00:00+0200,11816,51.71
2024-10-05 12:00:00+0200,13839,60.56
2024-10-05 13:00:00+0200,14093,61.67
2024-10-05 14:00:00+0200,13378,58.54
2024-10-05 15:00:00+0200,12111,53.0
2024-10-05 16:00:00+0200,9455,41.37
2024-10-05 17:00:00+0200,5778,25.28
2024-10-05 18:00:00+0200,1921,8.41
2024-10-05 19:00:00+0200,15,0.07
2024-10-05 20:00:00+0200,0,0.0
2024-10-05 21:00:00+0200,0,0.0
2024-10-05 22:00:00+0200,0,0.0
2024-10-05 23:00:00+0200,0,0.0
2024-10-06 00:00:00+0200,0,0.0
2024-10-06 01:00:00+0200,0,0.0
2024-10-06 02:00:00+0200,0,0.0
2024-10-06 03:00:00+0200,0,0.0
2024-10-06 04:00:00+0200,0,0.0
2024-10-06 05:00:00+0200,0,0.0
2024-10-06 06:00:00+0200,0,0.0
2024-10-06 07:00:00+0200,0,0.0
2024-10-06 08:00:00+0200,635,2.78
2024-10-06 09:00:00+0200,3091,13.52
2024-10-06 10:00:00+0200,6418,28.08
2024-10-06 11:00:00+0200,9400,41.12
2024-10-06 12:00:00+0200,10103,44.19
2024-10-06 13:00:00+0200,11494,50.28
2024-10-06 14:00:00+0200,11322,49.52
2024-10-06 15:00:00+0200,10874,47.57
2024-10-06 16:00:00+0200,8521,37.27
2024-10-06 17:00:00+0200,5385,23.56
2024-10-06 18:00:00+0200,1664,7.28
2024-10-06 19:00:00+0200,17,0.08
2024-10-06 20:00:00+0200,0,0.0
2024-10-06 21:00:00+0200,0,0.0
2024-10-06 22:00:00+0200,0,0.0
2024-10-06 23:00:00+0200,0,0.0
2024-10-07 00:00:00+0200,0,0.0
2024-10-07 01:00:00+0200,0,0.0
2024-10-07 02:00:00+0200,0,0.0
2024-10-07 03:00:00+0200,0,0.0
2024-10-07 04:00:00+0200,0,0.0
2024-10-07 05:00:00+0200,0,0.0
2024-10-07 06:00:00+0200,0,0.0
2024-10-07 07:00:00+0200,0,0.0
2024-10-07 08:00:00+0200,233,1.02
2024-10-07 09:00:00+0200,2598,11.36
2024-10-07 10:00:00+0200,6991,30.57
2024-10-07 11:00:00+0200,10028,43.85
2024-10-07 12:00:00+0200,11474,50.17
2024-10-07 13:00:00+0200,11686,51.1
2024-10-07 14:00:00+0200,10844,47.42
2024-10-07 15:00:00+0200,9819,42.94
2024-10-07 16:00:00+0200,7642,33.42
2024-10-07 17:00:00+0200,3748,16.39
2024-10-07 18:00:00+0200,870,3.81
2024-10-07 19:00:00+0200,1,0.01
2024-10-07 20:00:00+0200,0,0.0
2024-10-07 21:00:00+0200,0,0.0
2024-10-07 22:00:00+0200,0,0.0
2024-10-07 23:00:00+0200,0,0.0
2024-10-08 00:00:00+0200,0,0.0
2024-10-08 01:00:00+0200,0,0.0
2024-10-08 02:00:00+0200,0,0.0
2024-10-08 03:00:00+0200,0,0.0
2024-10-08 04:00:00+0200,0,0.0
2024-10-08 05:00:00+0200,0,0.0
2024-10-08 06:00:00+0200,0,0.0
2024-10-08 07:00:00+0200,0,0.0
2024-10-08 08:00:00+0200,178,0.78
2024-10-08 09:00:00+0200,1423,6.22
2024-10-08 10:00:00+0200,4624,20.21
2024-10-08 11:00:00+0200,8186,35.78
2024-10-08 12:00:00+0200,9670,42.27
2024-10-08 13:00:00+0200,9162,40.05
2024-10-08 14:00:00+0200,8172,35.72
2024-10-08 15:00:00+0200,6476,28.31
2024-10-08 16:00:00+0200,4618,20.19
2024-10-08 17:00:00+0200,3212,14.04
2024-10-08 18:00:00+0200,1331,5.82
2024-10-08 19:00:00+0200,0,0.0
2024-10-08 20:00:00+0200,0,0.0
2024-10-08 21:00:00+0200,0,0.0
2024-10-08 22:00:00+0200,0,0.0
2024-10-08 23:00:00+0200,0,0.0
2024-10-09 00:00:00+0200,0,0.0
2024-10-09 01:00:00+0200,0,0.0
2024-10-09 02:00:00+0200,0,0.0
2024-10-09 03:00:00+0200,0,0.0
2024-10-09 04:00:00+0200,0,0.0
2024-10-09 05:00:00+0200,0,0.0
2024-10-09 06:00:00+0200,0,0.0
2024-10-09 07:00:00+0200,0,0.0
2024-10-09 08:00:00+0200,217,0.95
2024-10-09 09:00:00+0200,1728,7.55
2024-10-09 10:00:00+0200,4356,19.03
2024-10-09 11:00:00+0200,5792,25.31
2024-10-09 12:00:00+0200,5422,23.69
2024-10-09 13:00:00+0200,4800,20.98
2024-10-09 14:00:00+0200,3857,16.85
