time,DA_price
2021-02-01 00:00:00+01:00,41.18
2021-02-01 01:00:00+01:00,40.0
2021-02-01 02:00:00+01:00,40.0
2021-02-01 03:00:00+01:00,38.51
2021-02-01 04:00:00+01:00,37.4
2021-02-01 05:00:00+01:00,39.99
2021-02-01 06:00:00+01:00,53.94
2021-02-01 07:00:00+01:00,63.39
2021-02-01 08:00:00+01:00,64.81
2021-02-01 09:00:00+01:00,65.1
2021-02-01 10:00:00+01:00,64.66
2021-02-01 11:00:00+01:00,65.57
2021-02-01 12:00:00+01:00,64.46
2021-02-01 13:00:00+01:00,64.76
2021-02-01 14:00:00+01:00,64.0
2021-02-01 15:00:00+01:00,63.18
2021-02-01 16:00:00+01:00,63.74
2021-02-01 17:00:00+01:00,69.42
2021-02-01 18:00:00+01:00,81.58
2021-02-01 19:00:00+01:00,69.9
2021-02-01 20:00:00+01:00,62.29
2021-02-01 21:00:00+01:00,56.36
2021-02-01 22:00:00+01:00,55.25
2021-02-01 23:00:00+01:00,49.4
2021-02-02 00:00:00+01:00,46.13
2021-02-02 01:00:00+01:00,45.05
2021-02-02 02:00:00+01:00,43.59
2021-02-02 03:00:00+01:00,42.44
2021-02-02 04:00:00+01:00,43.98
2021-02-02 05:00:00+01:00,45.02
2021-02-02 06:00:00+01:00,57.51
2021-02-02 07:00:00+01:00,60.0
2021-02-02 08:00:00+01:00,57.4
2021-02-02 09:00:00+01:00,59.63
2021-02-02 10:00:00+01:00,60.0
2021-02-02 11:00:00+01:00,42.7
2021-02-02 12:00:00+01:00,52.0
2021-02-02 13:00:00+01:00,60.26
2021-02-02 14:00:00+01:00,58.06
2021-02-02 15:00:00+01:00,52.96
2021-02-02 16:00:00+01:00,45.7
2021-02-02 17:00:00+01:00,57.41
2021-02-02 18:00:00+01:00,58.18
2021-02-02 19:00:00+01:00,58.06
2021-02-02 20:00:00+01:00,49.96
2021-02-02 21:00:00+01:00,47.47
2021-02-02 22:00:00+01:00,46.54
2021-02-02 23:00:00+01:00,40.62
2021-02-03 00:00:00+01:00,35.58
2021-02-03 01:00:00+01:00,31.22
2021-02-03 02:00:00+01:00,30.27
2021-02-03 03:00:00+01:00,28.89
2021-02-03 04:00:00+01:00,30.14
2021-02-03 05:00:00+01:00,36.99
2021-02-03 06:00:00+01:00,41.2
2021-02-03 07:00:00+01:00,55.91
2021-02-03 08:00:00+01:00,56.08
2021-02-03 09:00:00+01:00,56.08
2021-02-03 10:00:00+01:00,54.03
2021-02-03 11:00:00+01:00,56.97
2021-02-03 12:00:00+01:00,54.31
2021-02-03 13:00:00+01:00,51.58
2021-02-03 14:00:00+01:00,46.23
2021-02-03 15:00:00+01:00,44.36
2021-02-03 16:00:00+01:00,42.01
2021-02-03 17:00:00+01:00,48.01
2021-02-03 18:00:00+01:00,53.25
2021-02-03 19:00:00+01:00,55.04
2021-02-03 20:00:00+01:00,49.18
2021-02-03 21:00:00+01:00,45.2
2021-02-03 22:00:00+01:00,47.4
2021-02-03 23:00:00+01:00,41.78
2021-02-04 00:00:00+01:00,42.3
2021-02-04 01:00:00+01:00,38.77
2021-02-04 02:00:00+01:00,37.18
2021-02-04 03:00:00+01:00,31.99
2021-02-04 04:00:00+01:00,35.2
2021-02-04 05:00:00+01:00,39.37
2021-02-04 06:00:00+01:00,48.32
2021-02-04 07:00:00+01:00,57.15
2021-02-04 08:00:00+01:00,59.19
2021-02-04 09:00:00+01:00,55.0
2021-02-04 10:00:00+01:00,49.9
2021-02-04 11:00:00+01:00,56.43
2021-02-04 12:00:00+01:00,56.09
2021-02-04 13:00:00+01:00,55.69
2021-02-04 14:00:00+01:00,56.56
2021-02-04 15:00:00+01:00,58.0
2021-02-04 16:00:00+01:00,59.42
2021-02-04 17:00:00+01:00,70.73
2021-02-04 18:00:00+01:00,71.5
2021-02-04 19:00:00+01:00,67.51
2021-02-04 20:00:00+01:00,59.39
2021-02-04 21:00:00+01:00,53.78
2021-02-04 22:00:00+01:00,52.7
2021-02-04 23:00:00+01:00,42.7
2021-02-05 00:00:00+01:00,45.57
2021-02-05 01:00:00+01:00,44.01
2021-02-05 02:00:00+01:00,42.24
2021-02-05 03:00:00+01:00,41.2
2021-02-05 04:00:00+01:00,40.52
2021-02-05 05:00:00+01:00,43.36
2021-02-05 06:00:00+01:00,50.43
2021-02-05 07:00:00+01:00,58.65
2021-02-05 08:00:00+01:00,62.02
2021-02-05 09:00:00+01:00,61.03
2021-02-05 10:00:00+01:00,59.54
2021-02-05 11:00:00+01:00,58.54
2021-02-05 12:00:00+01:00,57.9
2021-02-05 13:00:00+01:00,54.51
2021-02-05 14:00:00+01:00,50.0
