time,Wind_production_MW,percentage
2020-06-01 00:00:00+00:00,409.0,0.1246
2020-06-01 01:00:00+00:00,407.0,0.124
2020-06-01 02:00:00+00:00,421.0,0.1282
2020-06-01 03:00:00+00:00,414.0,0.1262
2020-06-01 04:00:00+00:00,417.0,0.1271
2020-06-01 05:00:00+00:00,626.0,0.1907
2020-06-01 06:00:00+00:00,973.0,0.2964
2020-06-01 07:00:00+00:00,1077.0,0.3282
2020-06-01 08:00:00+00:00,1081.0,0.3294
2020-06-01 09:00:00+00:00,1262.0,0.3843
2020-06-01 10:00:00+00:00,1372.0,0.4178
2020-06-01 11:00:00+00:00,1365.0,0.4157
2020-06-01 12:00:00+00:00,1308.0,0.3984
2020-06-01 13:00:00+00:00,1217.0,0.3707
2020-06-01 14:00:00+00:00,1128.0,0.3436
2020-06-01 15:00:00+00:00,1022.0,0.3112
2020-06-01 16:00:00+00:00,943.0,0.2874
2020-06-01 17:00:00+00:00,708.0,0.2158
2020-06-01 18:00:00+00:00,617.0,0.1879
2020-06-01 19:00:00+00:00,493.0,0.15
2020-06-01 20:00:00+00:00,386.0,0.1175
2020-06-01 21:00:00+00:00,263.0,0.0803
2020-06-01 22:00:00+00:00,199.0,0.0607
2020-06-01 23:00:00+00:00,164.0,0.05
2020-06-02 00:00:00+00:00,134.0,0.0408
2020-06-02 01:00:00+00:00,124.0,0.0377
2020-06-02 02:00:00+00:00,115.0,0.0349
2020-06-02 03:00:00+00:00,86.0,0.0262
2020-06-02 04:00:00+00:00,46.0,0.0139
2020-06-02 05:00:00+00:00,61.0,0.0185
2020-06-02 06:00:00+00:00,145.0,0.044
2020-06-02 07:00:00+00:00,124.0,0.0378
2020-06-02 08:00:00+00:00,47.0,0.0143
2020-06-02 09:00:00+00:00,78.0,0.0237
2020-06-02 10:00:00+00:00,163.0,0.0495
2020-06-02 11:00:00+00:00,210.0,0.064
2020-06-02 12:00:00+00:00,227.0,0.069
2020-06-02 13:00:00+00:00,270.0,0.0823
2020-06-02 14:00:00+00:00,390.0,0.1186
2020-06-02 15:00:00+00:00,446.0,0.1357
2020-06-02 16:00:00+00:00,508.0,0.1547
2020-06-02 17:00:00+00:00,534.0,0.1625
2020-06-02 18:00:00+00:00,338.0,0.1028
2020-06-02 19:00:00+00:00,197.0,0.06
2020-06-02 20:00:00+00:00,135.0,0.0412
2020-06-02 21:00:00+00:00,100.0,0.0303
2020-06-02 22:00:00+00:00,77.0,0.0233
2020-06-02 23:00:00+00:00,107.0,0.0325
2020-06-03 00:00:00+00:00,110.0,0.0335
2020-06-03 01:00:00+00:00,118.0,0.036
2020-06-03 02:00:00+00:00,129.0,0.0392
2020-06-03 03:00:00+00:00,137.0,0.0416
2020-06-03 04:00:00+00:00,147.0,0.0449
2020-06-03 05:00:00+00:00,229.0,0.0697
2020-06-03 06:00:00+00:00,310.0,0.0945
2020-06-03 07:00:00+00:00,370.0,0.1128
2020-06-03 08:00:00+00:00,426.0,0.1296
2020-06-03 09:00:00+00:00,520.0,0.1582
2020-06-03 10:00:00+00:00,628.0,0.1911
2020-06-03 11:00:00+00:00,649.0,0.1976
2020-06-03 12:00:00+00:00,712.0,0.2167
2020-06-03 13:00:00+00:00,852.0,0.2595
2020-06-03 14:00:00+00:00,910.0,0.277
2020-06-03 15:00:00+00:00,1150.0,0.3502
2020-06-03 16:00:00+00:00,1361.0,0.4143
2020-06-03 17:00:00+00:00,1636.0,0.4979
2020-06-03 18:00:00+00:00,1673.0,0.5094
2020-06-03 19:00:00+00:00,1415.0,0.4307
2020-06-03 20:00:00+00:00,1224.0,0.3728
2020-06-03 21:00:00+00:00,1179.0,0.3588
2020-06-03 22:00:00+00:00,1246.0,0.3793
2020-06-03 23:00:00+00:00,1256.0,0.3824
2020-06-04 00:00:00+00:00,1134.0,0.3452
2020-06-04 01:00:00+00:00,901.0,0.2743
2020-06-04 02:00:00+00:00,961.0,0.2925
2020-06-04 03:00:00+00:00,1146.0,0.3489
2020-06-04 04:00:00+00:00,1073.0,0.3267
2020-06-04 05:00:00+00:00,1030.0,0.3136
2020-06-04 06:00:00+00:00,1022.0,0.3109
2020-06-04 07:00:00+00:00,1198.0,0.3646
2020-06-04 08:00:00+00:00,1409.0,0.429
2020-06-04 09:00:00+00:00,1269.0,0.3863
2020-06-04 10:00:00+00:00,1412.0,0.4298
2020-06-04 11:00:00+00:00,1625.0,0.4947
2020-06-04 12:00:00+00:00,1538.0,0.4682
2020-06-04 13:00:00+00:00,1489.0,0.4531
2020-06-04 14:00:00+00:00,1716.0,0.5223
2020-06-04 15:00:00+00:00,1681.0,0.5116
2020-06-04 16:00:00+00:00,1818.0,0.5532
2020-06-04 17:00:00+00:00,1699.0,0.5173
2020-06-04 18:00:00+00:00,1474.0,0.4486
2020-06-04 19:00:00+00:00,1003.0,0.3052
2020-06-04 20:00:00+00:00,627.0,0.1908
2020-06-04 21:00:00+00:00,494.0,0.1504
2020-06-04 22:00:00+00:00,523.0,0.1591
2020-06-04 23:00:00+00:00,493.0,0.1501
2020-06-05 00:00:00+00:00,443.0,0.1347
2020-06-05 01:00:00+00:00,364.0,0.1106
2020-06-05 02:00:00+00:00,260.0,0.0792
2020-06-05 03:00:00+00:00,266.0,0.0808
2020-06-05 04:00:00+00:00,277.0,0.0842
2020-06-05 05:00:00+00:00,586.0,0.1783
2020-06-05 06:00:00+00:00,1194.0,0.3633
2020-06-05 07:00:00+00:00,1666.0,0.5069
2020-06-05 08:00:00+00:00,1839.0,0.5596
2020-06-05 09:00:00+00:00,1880.0,0.572
2020-06-05 10:00:00+00:00,1861.0,0.5664
2020-06-05 11:00:00+00:00,1981.0,0.603
2020-06-05 12:00:00+00:00,2097.0,0.638
2020-06-05 13:00:00+00:00,2105.0,0.6406
2020-06-05 14:00:00+00:00,2419.0,0.736
2020-06-05 15:00:00+00:00,2576.0,0.7838
2020-06-05 16:00:00+00:00,2485.0,0.7563
2020-06-05 17:00:00+00:00,2152.0,0.6547
2020-06-05 18:00:00+00:00,1757.0,0.5345
2020-06-05 19:00:00+00:00,1252.0,0.3809
2020-06-05 20:00:00+00:00,1034.0,0.3146
2020-06-05 21:00:00+00:00,854.0,0.2597
2020-06-05 22:00:00+00:00,819.0,0.2491
2020-06-05 23:00:00+00:00,925.0,0.2816
2020-06-06 00:00:00+00:00,1162.0,0.3534
2020-06-06 01:00:00+00:00,1452.0,0.4417
2020-06-06 02:00:00+00:00,1572.0,0.4784
2020-06-06 03:00:00+00:00,1372.0,0.4174
2020-06-06 04:00:00+00:00,1520.0,0.4624
2020-06-06 05:00:00+00:00,1578.0,0.48
2020-06-06 06:00:00+00:00,1963.0,0.5972
2020-06-06 07:00:00+00:00,2496.0,0.7594
2020-06-06 08:00:00+00:00,2929.0,0.8911
2020-06-06 09:00:00+00:00,3115.0,0.9477
2020-06-06 10:00:00+00:00,2984.0,0.9078
2020-06-06 11:00:00+00:00,3098.0,0.9425
2020-06-06 12:00:00+00:00,3201.0,0.9738
2020-06-06 13:00:00+00:00,3203.0,0.9744
2020-06-06 14:00:00+00:00,3199.0,0.9733
2020-06-06 15:00:00+00:00,3098.0,0.9424
2020-06-06 16:00:00+00:00,2901.0,0.8826
2020-06-06 17:00:00+00:00,2661.0,0.8095
2020-06-06 18:00:00+00:00,2511.0,0.7639
2020-06-06 19:00:00+00:00,2599.0,0.7907
2020-06-06 20:00:00+00:00,2622.0,0.7976
2020-06-06 21:00:00+00:00,2539.0,0.7723
2020-06-06 22:00:00+00:00,2450.0,0.7453
2020-06-06 23:00:00+00:00,2362.0,0.7185
2020-06-07 00:00:00+00:00,2190.0,0.6662
2020-06-07 01:00:00+00:00,1950.0,0.5933
2020-06-07 02:00:00+00:00,1894.0,0.5761
2020-06-07 03:00:00+00:00,1797.0,0.5466
2020-06-07 04:00:00+00:00,1857.0,0.5647
2020-06-07 05:00:00+00:00,2048.0,0.6229
2020-06-07 06:00:00+00:00,2041.0,0.6207
2020-06-07 07:00:00+00:00,2019.0,0.6142
2020-06-07 08:00:00+00:00,2194.0,0.6672
2020-06-07 09:00:00+00:00,2301.0,0.6997
2020-06-07 10:00:00+00:00,2230.0,0.6782
2020-06-07 11:00:00+00:00,2155.0,0.6553
2020-06-07 12:00:00+00:00,2108.0,0.6411
2020-06-07 13:00:00+00:00,2061.0,0.6269
2020-06-07 14:00:00+00:00,1965.0,0.5977
2020-06-07 15:00:00+00:00,1679.0,0.5108
2020-06-07 16:00:00+00:00,1420.0,0.4319
2020-06-07 17:00:00+00:00,1276.0,0.388
2020-06-07 18:00:00+00:00,876.0,0.2664
2020-06-07 19:00:00+00:00,592.0,0.1802
2020-06-07 20:00:00+00:00,392.0,0.1194
2020-06-07 21:00:00+00:00,277.0,0.0843
2020-06-07 22:00:00+00:00,233.0,0.071
2020-06-07 23:00:00+00:00,185.0,0.0561
2020-06-08 00:00:00+00:00,165.0,0.0503
2020-06-08 01:00:00+00:00,153.0,0.0465
2020-06-08 02:00:00+00:00,120.0,0.0365
2020-06-08 03:00:00+00:00,71.0,0.0217
2020-06-08 04:00:00+00:00,42.0,0.0129
2020-06-08 05:00:00+00:00,42.0,0.0128
2020-06-08 06:00:00+00:00,74.0,0.0225
2020-06-08 07:00:00+00:00,114.0,0.0346
2020-06-08 08:00:00+00:00,169.0,0.0513
2020-06-08 09:00:00+00:00,282.0,0.0857
2020-06-08 10:00:00+00:00,431.0,0.1312
2020-06-08 11:00:00+00:00,696.0,0.2116
2020-06-08 12:00:00+00:00,1030.0,0.3133
2020-06-08 13:00:00+00:00,1240.0,0.3772
2020-06-08 14:00:00+00:00,1431.0,0.4351
2020-06-08 15:00:00+00:00,1634.0,0.4969
