time,hour,DA_price
2025-07-26 12:00:00+00:00,12,44.02
2025-07-26 13:00:00+00:00,13,60.14
2025-07-26 14:00:00+00:00,14,66.37
2025-07-26 15:00:00+00:00,15,76.21
2025-07-26 16:00:00+00:00,16,89.44
2025-07-26 17:00:00+00:00,17,110.78
2025-07-26 18:00:00+00:00,18,121.95
2025-07-26 19:00:00+00:00,19,128.23
2025-07-26 20:00:00+00:00,20,119.76
2025-07-26 21:00:00+00:00,21,110.4
2025-07-26 22:00:00+00:00,22,106.28
2025-07-26 23:00:00+00:00,23,102.12
2025-07-27 00:00:00+00:00,0,99.9
2025-07-27 01:00:00+00:00,1,92.07
2025-07-27 02:00:00+00:00,2,91.99
2025-07-27 03:00:00+00:00,3,89.88
2025-07-27 04:00:00+00:00,4,88.79
2025-07-27 05:00:00+00:00,5,86.2
2025-07-27 06:00:00+00:00,6,86.45
2025-07-27 07:00:00+00:00,7,85.64
2025-07-27 08:00:00+00:00,8,71.98
2025-07-27 09:00:00+00:00,9,68.0
2025-07-27 10:00:00+00:00,10,44.94
2025-07-27 11:00:00+00:00,11,15.04
2025-07-27 12:00:00+00:00,12,8.85
2025-07-27 13:00:00+00:00,13,17.3
2025-07-27 14:00:00+00:00,14,48.1
2025-07-27 15:00:00+00:00,15,80.0
2025-07-27 16:00:00+00:00,16,92.68
2025-07-27 17:00:00+00:00,17,104.67
2025-07-27 18:00:00+00:00,18,109.9
2025-07-27 19:00:00+00:00,19,114.71
2025-07-27 20:00:00+00:00,20,107.33
2025-07-27 21:00:00+00:00,21,104.27
2025-07-27 22:00:00+00:00,22,100.0
2025-07-27 23:00:00+00:00,23,88.77
2025-07-28 00:00:00+00:00,0,83.73
2025-07-28 01:00:00+00:00,1,77.39
2025-07-28 02:00:00+00:00,2,76.0
2025-07-28 03:00:00+00:00,3,84.34
2025-07-28 04:00:00+00:00,4,98.62
2025-07-28 05:00:00+00:00,5,108.91
2025-07-28 06:00:00+00:00,6,112.0
2025-07-28 07:00:00+00:00,7,92.97
2025-07-28 08:00:00+00:00,8,85.34
2025-07-28 09:00:00+00:00,9,79.41
2025-07-28 10:00:00+00:00,10,71.49
2025-07-28 11:00:00+00:00,11,67.24
2025-07-28 12:00:00+00:00,12,58.0
2025-07-28 13:00:00+00:00,13,62.84
2025-07-28 14:00:00+00:00,14,66.03
2025-07-28 15:00:00+00:00,15,77.31
2025-07-28 16:00:00+00:00,16,89.33
2025-07-28 17:00:00+00:00,17,99.9
2025-07-28 18:00:00+00:00,18,120.0
2025-07-28 19:00:00+00:00,19,119.9
2025-07-28 20:00:00+00:00,20,107.55
2025-07-28 21:00:00+00:00,21,90.0
2025-07-28 22:00:00+00:00,22,85.21
