time,Solar_production_MW,percentage
2024-04-01 00:00:00+00:00,0.0,0.0
2024-04-01 01:00:00+00:00,0.0,0.0
2024-04-01 02:00:00+00:00,0.0,0.0
2024-04-01 03:00:00+00:00,0.0,0.0
2024-04-01 04:00:00+00:00,0.0,0.0
2024-04-01 05:00:00+00:00,33.0,0.0016
2024-04-01 06:00:00+00:00,585.0,0.0276
2024-04-01 07:00:00+00:00,1705.0,0.0805
2024-04-01 08:00:00+00:00,2426.0,0.1145
2024-04-01 09:00:00+00:00,3175.0,0.1499
2024-04-01 10:00:00+00:00,3947.0,0.1863
2024-04-01 11:00:00+00:00,5228.0,0.2468
2024-04-01 12:00:00+00:00,6602.0,0.3116
2024-04-01 13:00:00+00:00,7142.0,0.337
2024-04-01 14:00:00+00:00,7361.0,0.3474
2024-04-01 15:00:00+00:00,5442.0,0.2568
2024-04-01 16:00:00+00:00,3849.0,0.1816
2024-04-01 17:00:00+00:00,1725.0,0.0814
2024-04-01 18:00:00+00:00,108.0,0.0051
2024-04-01 19:00:00+00:00,0.0,0.0
2024-04-01 20:00:00+00:00,0.0,0.0
2024-04-01 21:00:00+00:00,0.0,0.0
2024-04-01 22:00:00+00:00,0.0,0.0
2024-04-01 23:00:00+00:00,0.0,0.0
2024-04-02 00:00:00+00:00,0.0,0.0
2024-04-02 01:00:00+00:00,0.0,0.0
2024-04-02 02:00:00+00:00,0.0,0.0
2024-04-02 03:00:00+00:00,0.0,0.0
2024-04-02 04:00:00+00:00,0.0,0.0
2024-04-02 05:00:00+00:00,100.0,0.0047
2024-04-02 06:00:00+00:00,1245.0,0.0587
2024-04-02 07:00:00+00:00,2817.0,0.1329
2024-04-02 08:00:00+00:00,4123.0,0.1945
2024-04-02 09:00:00+00:00,4831.0,0.2279
2024-04-02 10:00:00+00:00,5294.0,0.2498
2024-04-02 11:00:00+00:00,6143.0,0.2898
2024-04-02 12:00:00+00:00,6338.0,0.299
2024-04-02 13:00:00+00:00,6440.0,0.3038
2024-04-02 14:00:00+00:00,5477.0,0.2584
2024-04-02 15:00:00+00:00,4261.0,0.201
2024-04-02 16:00:00+00:00,2722.0,0.1284
2024-04-02 17:00:00+00:00,885.0,0.0417
2024-04-02 18:00:00+00:00,39.0,0.0018
2024-04-02 19:00:00+00:00,0.0,0.0
2024-04-02 20:00:00+00:00,0.0,0.0
2024-04-02 21:00:00+00:00,0.0,0.0
2024-04-02 22:00:00+00:00,0.0,0.0
2024-04-02 23:00:00+00:00,0.0,0.0
2024-04-03 00:00:00+00:00,0.0,0.0
2024-04-03 01:00:00+00:00,0.0,0.0
2024-04-03 02:00:00+00:00,0.0,0.0
2024-04-03 03:00:00+00:00,0.0,0.0
2024-04-03 04:00:00+00:00,0.0,0.0
2024-04-03 05:00:00+00:00,41.0,0.0019
2024-04-03 06:00:00+00:00,527.0,0.0248
2024-04-03 07:00:00+00:00,1449.0,0.0683
2024-04-03 08:00:00+00:00,2516.0,0.1187
2024-04-03 09:00:00+00:00,3737.0,0.1762
2024-04-03 10:00:00+00:00,4133.0,0.1949
2024-04-03 11:00:00+00:00,4174.0,0.1968
2024-04-03 12:00:00+00:00,5501.0,0.2594
2024-04-03 13:00:00+00:00,6312.0,0.2977
2024-04-03 14:00:00+00:00,5273.0,0.2487
2024-04-03 15:00:00+00:00,4196.0,0.1978
2024-04-03 16:00:00+00:00,2493.0,0.1176
2024-04-03 17:00:00+00:00,792.0,0.0374
2024-04-03 18:00:00+00:00,46.0,0.0022
2024-04-03 19:00:00+00:00,0.0,0.0
2024-04-03 20:00:00+00:00,0.0,0.0
2024-04-03 21:00:00+00:00,0.0,0.0
2024-04-03 22:00:00+00:00,0.0,0.0
2024-04-03 23:00:00+00:00,0.0,0.0
2024-04-04 00:00:00+00:00,0.0,0.0
2024-04-04 01:00:00+00:00,0.0,0.0
2024-04-04 02:00:00+00:00,0.0,0.0
2024-04-04 03:00:00+00:00,0.0,0.0
2024-04-04 04:00:00+00:00,0.0,0.0
2024-04-04 05:00:00+00:00,32.0,0.0015
2024-04-04 06:00:00+00:00,274.0,0.0129
2024-04-04 07:00:00+00:00,759.0,0.0358
2024-04-04 08:00:00+00:00,1811.0,0.0854
2024-04-04 09:00:00+00:00,4033.0,0.1901
2024-04-04 10:00:00+00:00,7838.0,0.3695
2024-04-04 11:00:00+00:00,10333.0,0.4871
2024-04-04 12:00:00+00:00,10666.0,0.5028
2024-04-04 13:00:00+00:00,9269.0,0.4369
2024-04-04 14:00:00+00:00,7735.0,0.3646
2024-04-04 15:00:00+00:00,5465.0,0.2576
2024-04-04 16:00:00+00:00,3261.0,0.1537
2024-04-04 17:00:00+00:00,800.0,0.0377
2024-04-04 18:00:00+00:00,81.0,0.0038
2024-04-04 19:00:00+00:00,0.0,0.0
2024-04-04 20:00:00+00:00,0.0,0.0
2024-04-04 21:00:00+00:00,0.0,0.0
2024-04-04 22:00:00+00:00,0.0,0.0
2024-04-04 23:00:00+00:00,0.0,0.0
2024-04-05 00:00:00+00:00,0.0,0.0
2024-04-05 01:00:00+00:00,0.0,0.0
2024-04-05 02:00:00+00:00,0.0,0.0
2024-04-05 03:00:00+00:00,0.0,0.0
2024-04-05 04:00:00+00:00,0.0,0.0
2024-04-05 05:00:00+00:00,99.0,0.0047
2024-04-05 06:00:00+00:00,1295.0,0.061
2024-04-05 07:00:00+00:00,2486.0,0.1172
2024-04-05 08:00:00+00:00,2455.0,0.1157
2024-04-05 09:00:00+00:00,1985.0,0.0935
2024-04-05 10:00:00+00:00,3299.0,0.1554
2024-04-05 11:00:00+00:00,4408.0,0.2077
2024-04-05 12:00:00+00:00,6428.0,0.3029
2024-04-05 13:00:00+00:00,10255.0,0.4832
2024-04-05 14:00:00+00:00,11313.0,0.533
2024-04-05 15:00:00+00:00,7713.0,0.3634
2024-04-05 16:00:00+00:00,4377.0,0.2062
2024-04-05 17:00:00+00:00,1192.0,0.0561
2024-04-05 18:00:00+00:00,56.0,0.0026
2024-04-05 19:00:00+00:00,0.0,0.0
2024-04-05 20:00:00+00:00,0.0,0.0
2024-04-05 21:00:00+00:00,0.0,0.0
2024-04-05 22:00:00+00:00,0.0,0.0
2024-04-05 23:00:00+00:00,0.0,0.0
2024-04-06 00:00:00+00:00,0.0,0.0
2024-04-06 01:00:00+00:00,0.0,0.0
2024-04-06 02:00:00+00:00,0.0,0.0
2024-04-06 03:00:00+00:00,0.0,0.0
2024-04-06 04:00:00+00:00,0.0,0.0
2024-04-06 05:00:00+00:00,199.0,0.0094
2024-04-06 06:00:00+00:00,1918.0,0.0903
2024-04-06 07:00:00+00:00,5709.0,0.2689
2024-04-06 08:00:00+00:00,9569.0,0.4507
2024-04-06 09:00:00+00:00,11000.0,0.5181
2024-04-06 10:00:00+00:00,12293.0,0.579
2024-04-06 11:00:00+00:00,12976.0,0.6111
2024-04-06 12:00:00+00:00,12055.0,0.5678
2024-04-06 13:00:00+00:00,10539.0,0.4963
2024-04-06 14:00:00+00:00,9398.0,0.4426
2024-04-06 15:00:00+00:00,6814.0,0.3209
2024-04-06 16:00:00+00:00,3733.0,0.1758
2024-04-06 17:00:00+00:00,1156.0,0.0544
2024-04-06 18:00:00+00:00,54.0,0.0026
2024-04-06 19:00:00+00:00,0.0,0.0
2024-04-06 20:00:00+00:00,0.0,0.0
2024-04-06 21:00:00+00:00,0.0,0.0
2024-04-06 22:00:00+00:00,0.0,0.0
2024-04-06 23:00:00+00:00,0.0,0.0
2024-04-07 00:00:00+00:00,0.0,0.0
2024-04-07 01:00:00+00:00,0.0,0.0
2024-04-07 02:00:00+00:00,0.0,0.0
2024-04-07 03:00:00+00:00,0.0,0.0
2024-04-07 04:00:00+00:00,0.0,0.0
2024-04-07 05:00:00+00:00,101.0,0.0048
2024-04-07 06:00:00+00:00,1497.0,0.0705
2024-04-07 07:00:00+00:00,5400.0,0.2542
2024-04-07 08:00:00+00:00,9744.0,0.4588
2024-04-07 09:00:00+00:00,12151.0,0.5721
2024-04-07 10:00:00+00:00,13482.0,0.6347
2024-04-07 11:00:00+00:00,16278.0,0.7663
2024-04-07 12:00:00+00:00,16138.0,0.7597
2024-04-07 13:00:00+00:00,14222.0,0.6695
2024-04-07 14:00:00+00:00,10626.0,0.5002
2024-04-07 15:00:00+00:00,7044.0,0.3316
2024-04-07 16:00:00+00:00,2829.0,0.1332
2024-04-07 17:00:00+00:00,689.0,0.0324
2024-04-07 18:00:00+00:00,10.0,0.0004
2024-04-07 19:00:00+00:00,0.0,0.0
2024-04-07 20:00:00+00:00,0.0,0.0
2024-04-07 21:00:00+00:00,0.0,0.0
2024-04-07 22:00:00+00:00,0.0,0.0
2024-04-07 23:00:00+00:00,0.0,0.0
2024-04-08 00:00:00+00:00,0.0,0.0
2024-04-08 01:00:00+00:00,0.0,0.0
2024-04-08 02:00:00+00:00,0.0,0.0
2024-04-08 03:00:00+00:00,0.0,0.0
2024-04-08 04:00:00+00:00,0.0,0.0
