time,Solar_production_MW,percentage
2021-12-01 00:00:00+00:00,0.0,0.0
2021-12-01 01:00:00+00:00,0.0,0.0
2021-12-01 02:00:00+00:00,0.0,0.0
2021-12-01 03:00:00+00:00,0.0,0.0
2021-12-01 04:00:00+00:00,0.0,0.0
2021-12-01 05:00:00+00:00,0.0,0.0
2021-12-01 06:00:00+00:00,0.0,0.0
2021-12-01 07:00:00+00:00,11.0,0.0009
2021-12-01 08:00:00+00:00,209.0,0.0172
2021-12-01 09:00:00+00:00,819.0,0.0676
2021-12-01 10:00:00+00:00,1455.0,0.1201
2021-12-01 11:00:00+00:00,1681.0,0.1387
2021-12-01 12:00:00+00:00,1306.0,0.1077
2021-12-01 13:00:00+00:00,1020.0,0.0842
2021-12-01 14:00:00+00:00,539.0,0.0445
2021-12-01 15:00:00+00:00,114.0,0.0094
2021-12-01 16:00:00+00:00,0.0,0.0
2021-12-01 17:00:00+00:00,0.0,0.0
2021-12-01 18:00:00+00:00,0.0,0.0
2021-12-01 19:00:00+00:00,0.0,0.0
2021-12-01 20:00:00+00:00,0.0,0.0
2021-12-01 21:00:00+00:00,0.0,0.0
2021-12-01 22:00:00+00:00,0.0,0.0
2021-12-01 23:00:00+00:00,0.0,0.0
2021-12-02 00:00:00+00:00,0.0,0.0
2021-12-02 01:00:00+00:00,0.0,0.0
2021-12-02 02:00:00+00:00,0.0,0.0
2021-12-02 03:00:00+00:00,0.0,0.0
2021-12-02 04:00:00+00:00,0.0,0.0
2021-12-02 05:00:00+00:00,0.0,0.0
2021-12-02 06:00:00+00:00,0.0,0.0
2021-12-02 07:00:00+00:00,17.0,0.0014
2021-12-02 08:00:00+00:00,432.0,0.0356
2021-12-02 09:00:00+00:00,1389.0,0.1145
2021-12-02 10:00:00+00:00,2292.0,0.189
2021-12-02 11:00:00+00:00,2426.0,0.2
2021-12-02 12:00:00+00:00,2361.0,0.1947
2021-12-02 13:00:00+00:00,2397.0,0.1976
2021-12-02 14:00:00+00:00,1278.0,0.1054
2021-12-02 15:00:00+00:00,195.0,0.0161
2021-12-02 16:00:00+00:00,0.0,0.0
2021-12-02 17:00:00+00:00,0.0,0.0
2021-12-02 18:00:00+00:00,0.0,0.0
2021-12-02 19:00:00+00:00,0.0,0.0
2021-12-02 20:00:00+00:00,0.0,0.0
2021-12-02 21:00:00+00:00,0.0,0.0
2021-12-02 22:00:00+00:00,0.0,0.0
2021-12-02 23:00:00+00:00,0.0,0.0
2021-12-03 00:00:00+00:00,0.0,0.0
2021-12-03 01:00:00+00:00,0.0,0.0
2021-12-03 02:00:00+00:00,0.0,0.0
2021-12-03 03:00:00+00:00,0.0,0.0
2021-12-03 04:00:00+00:00,0.0,0.0
2021-12-03 05:00:00+00:00,0.0,0.0
2021-12-03 06:00:00+00:00,0.0,0.0
2021-12-03 07:00:00+00:00,17.0,0.0014
2021-12-03 08:00:00+00:00,331.0,0.0273
2021-12-03 09:00:00+00:00,901.0,0.0743
2021-12-03 10:00:00+00:00,1220.0,0.1006
2021-12-03 11:00:00+00:00,1384.0,0.1141
2021-12-03 12:00:00+00:00,1317.0,0.1085
2021-12-03 13:00:00+00:00,835.0,0.0688
2021-12-03 14:00:00+00:00,293.0,0.0242
2021-12-03 15:00:00+00:00,35.0,0.0029
2021-12-03 16:00:00+00:00,0.0,0.0
2021-12-03 17:00:00+00:00,0.0,0.0
2021-12-03 18:00:00+00:00,0.0,0.0
2021-12-03 19:00:00+00:00,0.0,0.0
2021-12-03 20:00:00+00:00,0.0,0.0
2021-12-03 21:00:00+00:00,0.0,0.0
2021-12-03 22:00:00+00:00,0.0,0.0
2021-12-03 23:00:00+00:00,0.0,0.0
2021-12-04 00:00:00+00:00,0.0,0.0
2021-12-04 01:00:00+00:00,0.0,0.0
2021-12-04 02:00:00+00:00,0.0,0.0
2021-12-04 03:00:00+00:00,0.0,0.0
2021-12-04 04:00:00+00:00,0.0,0.0
2021-12-04 05:00:00+00:00,0.0,0.0
2021-12-04 06:00:00+00:00,0.0,0.0
2021-12-04 07:00:00+00:00,15.0,0.0012
2021-12-04 08:00:00+00:00,213.0,0.0176
2021-12-04 09:00:00+00:00,593.0,0.0489
2021-12-04 10:00:00+00:00,818.0,0.0674
2021-12-04 11:00:00+00:00,770.0,0.0634
2021-12-04 12:00:00+00:00,521.0,0.0429
2021-12-04 13:00:00+00:00,367.0,0.0302
2021-12-04 14:00:00+00:00,314.0,0.0258
2021-12-04 15:00:00+00:00,96.0,0.0079
2021-12-04 16:00:00+00:00,0.0,0.0
2021-12-04 17:00:00+00:00,0.0,0.0
2021-12-04 18:00:00+00:00,0.0,0.0
2021-12-04 19:00:00+00:00,0.0,0.0
2021-12-04 20:00:00+00:00,0.0,0.0
2021-12-04 21:00:00+00:00,0.0,0.0
2021-12-04 22:00:00+00:00,0.0,0.0
2021-12-04 23:00:00+00:00,0.0,0.0
2021-12-05 00:00:00+00:00,0.0,0.0
2021-12-05 01:00:00+00:00,0.0,0.0
2021-12-05 02:00:00+00:00,0.0,0.0
2021-12-05 03:00:00+00:00,0.0,0.0
2021-12-05 04:00:00+00:00,0.0,0.0
2021-12-05 05:00:00+00:00,0.0,0.0
2021-12-05 06:00:00+00:00,0.0,0.0
2021-12-05 07:00:00+00:00,7.0,0.0006
2021-12-05 08:00:00+00:00,206.0,0.0169
2021-12-05 09:00:00+00:00,740.0,0.0609
2021-12-05 10:00:00+00:00,1197.0,0.0985
2021-12-05 11:00:00+00:00,1407.0,0.1158
2021-12-05 12:00:00+00:00,1298.0,0.1068
2021-12-05 13:00:00+00:00,1092.0,0.0899
2021-12-05 14:00:00+00:00,501.0,0.0413
2021-12-05 15:00:00+00:00,68.0,0.0056
2021-12-05 16:00:00+00:00,0.0,0.0
2021-12-05 17:00:00+00:00,0.0,0.0
2021-12-05 18:00:00+00:00,0.0,0.0
2021-12-05 19:00:00+00:00,0.0,0.0
2021-12-05 20:00:00+00:00,0.0,0.0
2021-12-05 21:00:00+00:00,0.0,0.0
2021-12-05 22:00:00+00:00,0.0,0.0
2021-12-05 23:00:00+00:00,0.0,0.0
2021-12-06 00:00:00+00:00,0.0,0.0
2021-12-06 01:00:00+00:00,0.0,0.0
2021-12-06 02:00:00+00:00,0.0,0.0
2021-12-06 03:00:00+00:00,0.0,0.0
2021-12-06 04:00:00+00:00,0.0,0.0
2021-12-06 05:00:00+00:00,0.0,0.0
2021-12-06 06:00:00+00:00,0.0,0.0
2021-12-06 07:00:00+00:00,11.0,0.0009
