time,Solar_production_MW,percentage
2025-02-01 00:00:00+00:00,0.0,0.0
2025-02-01 01:00:00+00:00,0.0,0.0
2025-02-01 02:00:00+00:00,0.0,0.0
2025-02-01 03:00:00+00:00,0.0,0.0
2025-02-01 04:00:00+00:00,0.0,0.0
2025-02-01 05:00:00+00:00,0.0,0.0
2025-02-01 06:00:00+00:00,0.0,0.0
2025-02-01 07:00:00+00:00,107.0,0.0045
2025-02-01 08:00:00+00:00,2422.0,0.1013
2025-02-01 09:00:00+00:00,7011.0,0.2932
2025-02-01 10:00:00+00:00,9228.0,0.3859
2025-02-01 11:00:00+00:00,10341.0,0.4325
2025-02-01 12:00:00+00:00,10789.0,0.4512
2025-02-01 13:00:00+00:00,9766.0,0.4084
2025-02-01 14:00:00+00:00,7016.0,0.2934
2025-02-01 15:00:00+00:00,3484.0,0.1457
2025-02-01 16:00:00+00:00,335.0,0.014
2025-02-01 17:00:00+00:00,0.0,0.0
2025-02-01 18:00:00+00:00,0.0,0.0
2025-02-01 19:00:00+00:00,0.0,0.0
2025-02-01 20:00:00+00:00,0.0,0.0
2025-02-01 21:00:00+00:00,0.0,0.0
2025-02-01 22:00:00+00:00,0.0,0.0
2025-02-01 23:00:00+00:00,0.0,0.0
2025-02-02 00:00:00+00:00,0.0,0.0
2025-02-02 01:00:00+00:00,0.0,0.0
2025-02-02 02:00:00+00:00,0.0,0.0
2025-02-02 03:00:00+00:00,0.0,0.0
2025-02-02 04:00:00+00:00,0.0,0.0
2025-02-02 05:00:00+00:00,0.0,0.0
2025-02-02 06:00:00+00:00,0.0,0.0
2025-02-02 07:00:00+00:00,192.0,0.008
2025-02-02 08:00:00+00:00,3723.0,0.1557
2025-02-02 09:00:00+00:00,8397.0,0.3511
2025-02-02 10:00:00+00:00,11937.0,0.499
2025-02-02 11:00:00+00:00,11968.0,0.5003
2025-02-02 12:00:00+00:00,11682.0,0.4884
2025-02-02 13:00:00+00:00,10159.0,0.4247
2025-02-02 14:00:00+00:00,7345.0,0.307
2025-02-02 15:00:00+00:00,3629.0,0.1517
2025-02-02 16:00:00+00:00,447.0,0.0187
2025-02-02 17:00:00+00:00,0.0,0.0
2025-02-02 18:00:00+00:00,0.0,0.0
2025-02-02 19:00:00+00:00,0.0,0.0
2025-02-02 20:00:00+00:00,0.0,0.0
2025-02-02 21:00:00+00:00,0.0,0.0
2025-02-02 22:00:00+00:00,0.0,0.0
2025-02-02 23:00:00+00:00,0.0,0.0
2025-02-03 00:00:00+00:00,0.0,0.0
2025-02-03 01:00:00+00:00,0.0,0.0
2025-02-03 02:00:00+00:00,0.0,0.0
2025-02-03 03:00:00+00:00,0.0,0.0
2025-02-03 04:00:00+00:00,0.0,0.0
2025-02-03 05:00:00+00:00,0.0,0.0
2025-02-03 06:00:00+00:00,0.0,0.0
2025-02-03 07:00:00+00:00,191.0,0.008
2025-02-03 08:00:00+00:00,3110.0,0.13
2025-02-03 09:00:00+00:00,7273.0,0.304
2025-02-03 10:00:00+00:00,10270.0,0.4292
2025-02-03 11:00:00+00:00,10493.0,0.4385
2025-02-03 12:00:00+00:00,10692.0,0.4468
2025-02-03 13:00:00+00:00,9455.0,0.3951
2025-02-03 14:00:00+00:00,6832.0,0.2855
2025-02-03 15:00:00+00:00,3402.0,0.1421
2025-02-03 16:00:00+00:00,406.0,0.017
2025-02-03 17:00:00+00:00,0.0,0.0
2025-02-03 18:00:00+00:00,0.0,0.0
2025-02-03 19:00:00+00:00,0.0,0.0
2025-02-03 20:00:00+00:00,0.0,0.0
2025-02-03 21:00:00+00:00,0.0,0.0
2025-02-03 22:00:00+00:00,0.0,0.0
2025-02-03 23:00:00+00:00,0.0,0.0
2025-02-04 00:00:00+00:00,0.0,0.0
2025-02-04 01:00:00+00:00,0.0,0.0
2025-02-04 02:00:00+00:00,0.0,0.0
2025-02-04 03:00:00+00:00,0.0,0.0
2025-02-04 04:00:00+00:00,0.0,0.0
2025-02-04 05:00:00+00:00,0.0,0.0
2025-02-04 06:00:00+00:00,0.0,0.0
2025-02-04 07:00:00+00:00,70.0,0.0029
2025-02-04 08:00:00+00:00,674.0,0.0281
2025-02-04 09:00:00+00:00,1625.0,0.0679
2025-02-04 10:00:00+00:00,2830.0,0.1182
2025-02-04 11:00:00+00:00,3593.0,0.1501
2025-02-04 12:00:00+00:00,4165.0,0.174
2025-02-04 13:00:00+00:00,4200.0,0.1755
2025-02-04 14:00:00+00:00,3221.0,0.1346
2025-02-04 15:00:00+00:00,2088.0,0.0872
2025-02-04 16:00:00+00:00,366.0,0.0153
2025-02-04 17:00:00+00:00,0.0,0.0
2025-02-04 18:00:00+00:00,0.0,0.0
2025-02-04 19:00:00+00:00,0.0,0.0
2025-02-04 20:00:00+00:00,0.0,0.0
2025-02-04 21:00:00+00:00,0.0,0.0
2025-02-04 22:00:00+00:00,0.0,0.0
2025-02-04 23:00:00+00:00,0.0,0.0
2025-02-05 00:00:00+00:00,0.0,0.0
2025-02-05 01:00:00+00:00,0.0,0.0
2025-02-05 02:00:00+00:00,0.0,0.0
2025-02-05 03:00:00+00:00,0.0,0.0
