time,DA_price
2023-06-01 00:00:00+02:00,84.15
2023-06-01 01:00:00+02:00,74.3
2023-06-01 02:00:00+02:00,70.1
2023-06-01 03:00:00+02:00,66.51
2023-06-01 04:00:00+02:00,67.66
2023-06-01 05:00:00+02:00,79.8
2023-06-01 06:00:00+02:00,95.89
2023-06-01 07:00:00+02:00,104.45
2023-06-01 08:00:00+02:00,99.07
2023-06-01 09:00:00+02:00,87.3
2023-06-01 10:00:00+02:00,68.19
2023-06-01 11:00:00+02:00,59.92
2023-06-01 12:00:00+02:00,35.4
2023-06-01 13:00:00+02:00,9.34
2023-06-01 14:00:00+02:00,2.97
2023-06-01 15:00:00+02:00,0.1
2023-06-01 16:00:00+02:00,55.6
2023-06-01 17:00:00+02:00,71.99
2023-06-01 18:00:00+02:00,76.1
2023-06-01 19:00:00+02:00,87.94
2023-06-01 20:00:00+02:00,114.2
2023-06-01 21:00:00+02:00,103.43
2023-06-01 22:00:00+02:00,95.41
2023-06-01 23:00:00+02:00,86.53
2023-06-02 00:00:00+02:00,83.59
2023-06-02 01:00:00+02:00,79.4
2023-06-02 02:00:00+02:00,79.5
2023-06-02 03:00:00+02:00,76.62
2023-06-02 04:00:00+02:00,80.1
2023-06-02 05:00:00+02:00,88.74
2023-06-02 06:00:00+02:00,101.5
2023-06-02 07:00:00+02:00,103.34
2023-06-02 08:00:00+02:00,95.9
2023-06-02 09:00:00+02:00,84.37
2023-06-02 10:00:00+02:00,72.09
2023-06-02 11:00:00+02:00,63.15
2023-06-02 12:00:00+02:00,56.06
2023-06-02 13:00:00+02:00,42.61
2023-06-02 14:00:00+02:00,36.82
2023-06-02 15:00:00+02:00,44.9
2023-06-02 16:00:00+02:00,58.27
2023-06-02 17:00:00+02:00,76.62
2023-06-02 18:00:00+02:00,85.2
2023-06-02 19:00:00+02:00,98.7
2023-06-02 20:00:00+02:00,107.74
2023-06-02 21:00:00+02:00,101.09
2023-06-02 22:00:00+02:00,92.56
2023-06-02 23:00:00+02:00,85.06
2023-06-03 00:00:00+02:00,84.95
2023-06-03 01:00:00+02:00,80.3
2023-06-03 02:00:00+02:00,77.79
2023-06-03 03:00:00+02:00,75.2
2023-06-03 04:00:00+02:00,80.35
2023-06-03 05:00:00+02:00,78.51
2023-06-03 06:00:00+02:00,77.64
2023-06-03 07:00:00+02:00,73.63
2023-06-03 08:00:00+02:00,70.0
2023-06-03 09:00:00+02:00,59.97
2023-06-03 10:00:00+02:00,27.36
2023-06-03 11:00:00+02:00,5.0
2023-06-03 12:00:00+02:00,-0.01
2023-06-03 13:00:00+02:00,-10.0
2023-06-03 14:00:00+02:00,-10.05
2023-06-03 15:00:00+02:00,-3.8
2023-06-03 16:00:00+02:00,0.01
2023-06-03 17:00:00+02:00,45.66
2023-06-03 18:00:00+02:00,75.0
2023-06-03 19:00:00+02:00,83.48
2023-06-03 20:00:00+02:00,94.08
2023-06-03 21:00:00+02:00,93.68
2023-06-03 22:00:00+02:00,87.23
2023-06-03 23:00:00+02:00,81.17
2023-06-04 00:00:00+02:00,81.12
2023-06-04 01:00:00+02:00,74.9
2023-06-04 02:00:00+02:00,72.51
2023-06-04 03:00:00+02:00,71.61
2023-06-04 04:00:00+02:00,73.0
2023-06-04 05:00:00+02:00,72.11
2023-06-04 06:00:00+02:00,68.97
2023-06-04 07:00:00+02:00,64.77
2023-06-04 08:00:00+02:00,50.81
2023-06-04 09:00:00+02:00,21.93
2023-06-04 10:00:00+02:00,5.11
2023-06-04 11:00:00+02:00,0.0
2023-06-04 12:00:00+02:00,-14.43
2023-06-04 13:00:00+02:00,-81.54
2023-06-04 14:00:00+02:00,-40.23
2023-06-04 15:00:00+02:00,-25.0
2023-06-04 16:00:00+02:00,0.0
2023-06-04 17:00:00+02:00,34.5
2023-06-04 18:00:00+02:00,78.21
2023-06-04 19:00:00+02:00,82.0
2023-06-04 20:00:00+02:00,94.0
2023-06-04 21:00:00+02:00,100.0
2023-06-04 22:00:00+02:00,97.66
2023-06-04 23:00:00+02:00,86.98
2023-06-05 00:00:00+02:00,78.71
2023-06-05 01:00:00+02:00,71.1
2023-06-05 02:00:00+02:00,70.07
2023-06-05 03:00:00+02:00,71.03
2023-06-05 04:00:00+02:00,74.07
2023-06-05 05:00:00+02:00,77.0
2023-06-05 06:00:00+02:00,84.9
2023-06-05 07:00:00+02:00,97.91
2023-06-05 08:00:00+02:00,99.95
2023-06-05 09:00:00+02:00,83.55
2023-06-05 10:00:00+02:00,75.0
2023-06-05 11:00:00+02:00,70.08
2023-06-05 12:00:00+02:00,68.35
2023-06-05 13:00:00+02:00,61.75
2023-06-05 14:00:00+02:00,62.0
2023-06-05 15:00:00+02:00,64.0
2023-06-05 16:00:00+02:00,65.3
2023-06-05 17:00:00+02:00,81.71
2023-06-05 18:00:00+02:00,76.12
2023-06-05 19:00:00+02:00,84.9
2023-06-05 20:00:00+02:00,119.0
2023-06-05 21:00:00+02:00,120.5
2023-06-05 22:00:00+02:00,101.02
2023-06-05 23:00:00+02:00,88.0
2023-06-06 00:00:00+02:00,80.23
2023-06-06 01:00:00+02:00,79.12
2023-06-06 02:00:00+02:00,78.62
2023-06-06 03:00:00+02:00,81.0
2023-06-06 04:00:00+02:00,65.0
2023-06-06 05:00:00+02:00,79.34
2023-06-06 06:00:00+02:00,72.6
2023-06-06 07:00:00+02:00,108.7
2023-06-06 08:00:00+02:00,111.8
2023-06-06 09:00:00+02:00,94.9
