time,Wind_production_MW,percentage
2018-08-01 00:00:00+00:00,0.0,0.0
2018-08-01 01:00:00+00:00,0.0,0.0
2018-08-01 02:00:00+00:00,0.0,0.0
2018-08-01 03:00:00+00:00,0.0,0.0
2018-08-01 04:00:00+00:00,0.0,0.0
2018-08-01 05:00:00+00:00,0.0,0.0
2018-08-01 06:00:00+00:00,0.0,0.0
2018-08-01 07:00:00+00:00,0.0,0.0
2018-08-01 08:00:00+00:00,1.0,0.0002
2018-08-01 09:00:00+00:00,5.0,0.0016
2018-08-01 10:00:00+00:00,35.0,0.0114
2018-08-01 11:00:00+00:00,51.0,0.0166
2018-08-01 12:00:00+00:00,89.0,0.029
2018-08-01 13:00:00+00:00,87.0,0.0281
2018-08-01 14:00:00+00:00,139.0,0.045
2018-08-01 15:00:00+00:00,188.0,0.0609
2018-08-01 16:00:00+00:00,204.0,0.0664
2018-08-01 17:00:00+00:00,296.0,0.0962
2018-08-01 18:00:00+00:00,282.0,0.0917
2018-08-01 19:00:00+00:00,118.0,0.0383
2018-08-01 20:00:00+00:00,18.0,0.0059
2018-08-01 21:00:00+00:00,6.0,0.0018
2018-08-01 22:00:00+00:00,0.0,0.0
2018-08-01 23:00:00+00:00,0.0,0.0
2018-08-02 00:00:00+00:00,0.0,0.0
2018-08-02 01:00:00+00:00,0.0,0.0
2018-08-02 02:00:00+00:00,2.0,0.0008
2018-08-02 03:00:00+00:00,1.0,0.0003
2018-08-02 04:00:00+00:00,4.0,0.0012
2018-08-02 05:00:00+00:00,0.0,0.0
2018-08-02 06:00:00+00:00,0.0,0.0
2018-08-02 07:00:00+00:00,5.0,0.0015
2018-08-02 08:00:00+00:00,20.0,0.0066
2018-08-02 09:00:00+00:00,43.0,0.0141
2018-08-02 10:00:00+00:00,68.0,0.022
2018-08-02 11:00:00+00:00,115.0,0.0373
2018-08-02 12:00:00+00:00,189.0,0.0613
2018-08-02 13:00:00+00:00,225.0,0.0732
2018-08-02 14:00:00+00:00,334.0,0.1084
2018-08-02 15:00:00+00:00,457.0,0.1486
2018-08-02 16:00:00+00:00,467.0,0.1517
2018-08-02 17:00:00+00:00,374.0,0.1215
2018-08-02 18:00:00+00:00,218.0,0.071
2018-08-02 19:00:00+00:00,98.0,0.0318
2018-08-02 20:00:00+00:00,18.0,0.0059
2018-08-02 21:00:00+00:00,2.0,0.0006
2018-08-02 22:00:00+00:00,0.0,0.0002
2018-08-02 23:00:00+00:00,0.0,0.0
2018-08-03 00:00:00+00:00,0.0,0.0
2018-08-03 01:00:00+00:00,0.0,0.0
2018-08-03 02:00:00+00:00,0.0,0.0
2018-08-03 03:00:00+00:00,0.0,0.0
2018-08-03 04:00:00+00:00,0.0,0.0
2018-08-03 05:00:00+00:00,0.0,0.0
2018-08-03 06:00:00+00:00,0.0,0.0
