time,Wind_production_MW,percentage
2023-01-01 00:00:00+00:00,5524.0,0.9938
2023-01-01 01:00:00+00:00,5498.0,0.9892
2023-01-01 02:00:00+00:00,5474.0,0.9848
2023-01-01 03:00:00+00:00,5485.0,0.9868
2023-01-01 04:00:00+00:00,5495.0,0.9886
2023-01-01 05:00:00+00:00,5444.0,0.9793
2023-01-01 06:00:00+00:00,5329.0,0.9586
2023-01-01 07:00:00+00:00,5084.0,0.9145
2023-01-01 08:00:00+00:00,4753.0,0.8549
2023-01-01 09:00:00+00:00,4476.0,0.8051
2023-01-01 10:00:00+00:00,4487.0,0.8071
2023-01-01 11:00:00+00:00,4703.0,0.846
2023-01-01 12:00:00+00:00,4561.0,0.8203
2023-01-01 13:00:00+00:00,4314.0,0.776
2023-01-01 14:00:00+00:00,3531.0,0.6351
2023-01-01 15:00:00+00:00,2575.0,0.4632
2023-01-01 16:00:00+00:00,1626.0,0.2924
2023-01-01 17:00:00+00:00,1364.0,0.2453
2023-01-01 18:00:00+00:00,1557.0,0.28
2023-01-01 19:00:00+00:00,1654.0,0.2975
2023-01-01 20:00:00+00:00,1402.0,0.2522
2023-01-01 21:00:00+00:00,787.0,0.1416
2023-01-01 22:00:00+00:00,644.0,0.1158
2023-01-01 23:00:00+00:00,919.0,0.1653
2023-01-02 00:00:00+00:00,1003.0,0.1804
2023-01-02 01:00:00+00:00,1391.0,0.2502
2023-01-02 02:00:00+00:00,1791.0,0.3221
2023-01-02 03:00:00+00:00,2294.0,0.4125
2023-01-02 04:00:00+00:00,2761.0,0.4965
2023-01-02 05:00:00+00:00,2621.0,0.4714
2023-01-02 06:00:00+00:00,2704.0,0.4862
2023-01-02 07:00:00+00:00,2199.0,0.3954
2023-01-02 08:00:00+00:00,1885.0,0.339
2023-01-02 09:00:00+00:00,1646.0,0.2959
2023-01-02 10:00:00+00:00,1644.0,0.2957
2023-01-02 11:00:00+00:00,1972.0,0.3546
2023-01-02 12:00:00+00:00,2423.0,0.4357
2023-01-02 13:00:00+00:00,2347.0,0.4221
2023-01-02 14:00:00+00:00,2073.0,0.3728
2023-01-02 15:00:00+00:00,1921.0,0.3455
2023-01-02 16:00:00+00:00,1671.0,0.3005
2023-01-02 17:00:00+00:00,1311.0,0.2358
2023-01-02 18:00:00+00:00,1022.0,0.1838
2023-01-02 19:00:00+00:00,933.0,0.1677
2023-01-02 20:00:00+00:00,929.0,0.1671
2023-01-02 21:00:00+00:00,865.0,0.1555
2023-01-02 22:00:00+00:00,780.0,0.1402
2023-01-02 23:00:00+00:00,551.0,0.0991
2023-01-03 00:00:00+00:00,456.0,0.082
2023-01-03 01:00:00+00:00,339.0,0.061
2023-01-03 02:00:00+00:00,244.0,0.0439
2023-01-03 03:00:00+00:00,196.0,0.0352
2023-01-03 04:00:00+00:00,307.0,0.0552
2023-01-03 05:00:00+00:00,417.0,0.0749
2023-01-03 06:00:00+00:00,492.0,0.0885
2023-01-03 07:00:00+00:00,674.0,0.1211
2023-01-03 08:00:00+00:00,773.0,0.1389
2023-01-03 09:00:00+00:00,1216.0,0.2185
2023-01-03 10:00:00+00:00,1722.0,0.3095
2023-01-03 11:00:00+00:00,2292.0,0.412
2023-01-03 12:00:00+00:00,2684.0,0.4824
2023-01-03 13:00:00+00:00,2984.0,0.5365
2023-01-03 14:00:00+00:00,3027.0,0.5441
2023-01-03 15:00:00+00:00,3032.0,0.5449
2023-01-03 16:00:00+00:00,3162.0,0.5683
2023-01-03 17:00:00+00:00,3759.0,0.6756
2023-01-03 18:00:00+00:00,4401.0,0.7911
2023-01-03 19:00:00+00:00,4820.0,0.8664
2023-01-03 20:00:00+00:00,5039.0,0.9057
2023-01-03 21:00:00+00:00,5181.0,0.9313
2023-01-03 22:00:00+00:00,5329.0,0.9579
2023-01-03 23:00:00+00:00,5433.0,0.9765
2023-01-04 00:00:00+00:00,5455.0,0.9804
2023-01-04 01:00:00+00:00,5497.0,0.9879
2023-01-04 02:00:00+00:00,5530.0,0.9939
2023-01-04 03:00:00+00:00,5537.0,0.9951
2023-01-04 04:00:00+00:00,5538.0,0.9954
2023-01-04 05:00:00+00:00,5529.0,0.9938
2023-01-04 06:00:00+00:00,5525.0,0.993
