time,Wind_production_MW,percentage
2019-12-01 00:00:00+0100,46,1.51
2019-12-01 01:00:00+0100,46,1.49
2019-12-01 02:00:00+0100,57,1.85
2019-12-01 03:00:00+0100,79,2.56
2019-12-01 04:00:00+0100,118,3.81
2019-12-01 05:00:00+0100,128,4.12
2019-12-01 06:00:00+0100,206,6.66
2019-12-01 07:00:00+0100,270,8.7
2019-12-01 08:00:00+0100,257,8.3
2019-12-01 09:00:00+0100,252,8.13
2019-12-01 10:00:00+0100,238,7.69
2019-12-01 11:00:00+0100,257,8.3
2019-12-01 12:00:00+0100,268,8.66
2019-12-01 13:00:00+0100,314,10.14
2019-12-01 14:00:00+0100,320,10.31
2019-12-01 15:00:00+0100,248,8.01
2019-12-01 16:00:00+0100,172,5.57
2019-12-01 17:00:00+0100,136,4.38
2019-12-01 18:00:00+0100,104,3.38
2019-12-01 19:00:00+0100,61,2.0
2019-12-01 20:00:00+0100,15,0.49
2019-12-01 21:00:00+0100,8,0.27
2019-12-01 22:00:00+0100,15,0.5
2019-12-01 23:00:00+0100,27,0.89
2019-12-02 00:00:00+0100,51,1.66
2019-12-02 01:00:00+0100,59,1.9
2019-12-02 02:00:00+0100,102,3.29
2019-12-02 03:00:00+0100,133,4.29
2019-12-02 04:00:00+0100,140,4.52
2019-12-02 05:00:00+0100,152,4.9
2019-12-02 06:00:00+0100,171,5.53
2019-12-02 07:00:00+0100,206,6.65
2019-12-02 08:00:00+0100,261,8.41
2019-12-02 09:00:00+0100,322,10.39
2019-12-02 10:00:00+0100,280,9.02
2019-12-02 11:00:00+0100,338,10.89
2019-12-02 12:00:00+0100,524,16.9
2019-12-02 13:00:00+0100,585,18.86
2019-12-02 14:00:00+0100,570,18.36
2019-12-02 15:00:00+0100,459,14.81
2019-12-02 16:00:00+0100,275,8.87
2019-12-02 17:00:00+0100,226,7.29
2019-12-02 18:00:00+0100,205,6.63
2019-12-02 19:00:00+0100,173,5.6
2019-12-02 20:00:00+0100,196,6.34
2019-12-02 21:00:00+0100,228,7.35
2019-12-02 22:00:00+0100,188,6.06
2019-12-02 23:00:00+0100,195,6.31
2019-12-03 00:00:00+0100,199,6.42
2019-12-03 01:00:00+0100,163,5.25
2019-12-03 02:00:00+0100,117,3.78
2019-12-03 03:00:00+0100,96,3.12
2019-12-03 04:00:00+0100,52,1.71
2019-12-03 05:00:00+0100,37,1.22
2019-12-03 06:00:00+0100,54,1.77
