time,Wind_production_MW,percentage
2023-06-01 00:00:00+0200,2616,44.96
2023-06-01 01:00:00+0200,2375,40.82
2023-06-01 02:00:00+0200,2092,35.94
2023-06-01 03:00:00+0200,1976,33.95
2023-06-01 04:00:00+0200,1889,32.46
2023-06-01 05:00:00+0200,1686,28.98
2023-06-01 06:00:00+0200,1531,26.31
2023-06-01 07:00:00+0200,1711,29.39
2023-06-01 08:00:00+0200,1761,30.26
2023-06-01 09:00:00+0200,1915,32.91
2023-06-01 10:00:00+0200,1987,34.14
2023-06-01 11:00:00+0200,2071,35.59
2023-06-01 12:00:00+0200,2169,37.27
2023-06-01 13:00:00+0200,2369,40.71
2023-06-01 14:00:00+0200,2489,42.76
2023-06-01 15:00:00+0200,2731,46.91
2023-06-01 16:00:00+0200,2936,50.45
2023-06-01 17:00:00+0200,2978,51.16
2023-06-01 18:00:00+0200,2991,51.38
2023-06-01 19:00:00+0200,3139,53.93
2023-06-01 20:00:00+0200,2960,50.85
2023-06-01 21:00:00+0200,2771,47.6
2023-06-01 22:00:00+0200,2573,44.2
2023-06-01 23:00:00+0200,2278,39.14
2023-06-02 00:00:00+0200,2106,36.19
2023-06-02 01:00:00+0200,2092,35.95
2023-06-02 02:00:00+0200,1794,30.83
2023-06-02 03:00:00+0200,1640,28.18
2023-06-02 04:00:00+0200,1386,23.82
2023-06-02 05:00:00+0200,1290,22.16
2023-06-02 06:00:00+0200,1160,19.92
2023-06-02 07:00:00+0200,1147,19.71
2023-06-02 08:00:00+0200,1200,20.62
2023-06-02 09:00:00+0200,1197,20.57
2023-06-02 10:00:00+0200,1247,21.42
2023-06-02 11:00:00+0200,1370,23.53
2023-06-02 12:00:00+0200,1416,24.32
2023-06-02 13:00:00+0200,1640,28.17
2023-06-02 14:00:00+0200,1733,29.78
2023-06-02 15:00:00+0200,2097,36.02
2023-06-02 16:00:00+0200,2394,41.12
2023-06-02 17:00:00+0200,2803,48.14
2023-06-02 18:00:00+0200,3224,55.37
2023-06-02 19:00:00+0200,3310,56.85
2023-06-02 20:00:00+0200,2996,51.45
2023-06-02 21:00:00+0200,2407,41.33
2023-06-02 22:00:00+0200,1959,33.65
2023-06-02 23:00:00+0200,1621,27.84
2023-06-03 00:00:00+0200,1044,17.94
2023-06-03 01:00:00+0200,807,13.86
2023-06-03 02:00:00+0200,624,10.72
2023-06-03 03:00:00+0200,518,8.91
2023-06-03 04:00:00+0200,384,6.6
2023-06-03 05:00:00+0200,398,6.84
2023-06-03 06:00:00+0200,469,8.06
2023-06-03 07:00:00+0200,594,10.21
2023-06-03 08:00:00+0200,828,14.23
2023-06-03 09:00:00+0200,916,15.74
2023-06-03 10:00:00+0200,1080,18.54
2023-06-03 11:00:00+0200,1938,33.27
2023-06-03 12:00:00+0200,2724,46.77
2023-06-03 13:00:00+0200,3008,51.64
2023-06-03 14:00:00+0200,3088,53.02
2023-06-03 15:00:00+0200,3238,55.59
2023-06-03 16:00:00+0200,3154,54.16
2023-06-03 17:00:00+0200,3073,52.76
2023-06-03 18:00:00+0200,3169,54.4
2023-06-03 19:00:00+0200,3795,65.15
2023-06-03 20:00:00+0200,3608,61.94
2023-06-03 21:00:00+0200,2885,49.54
2023-06-03 22:00:00+0200,1792,30.77
2023-06-03 23:00:00+0200,1240,21.3
2023-06-04 00:00:00+0200,1011,17.37
2023-06-04 01:00:00+0200,767,13.17
2023-06-04 02:00:00+0200,558,9.59
2023-06-04 03:00:00+0200,464,7.98
2023-06-04 04:00:00+0200,399,6.85
2023-06-04 05:00:00+0200,335,5.76
2023-06-04 06:00:00+0200,351,6.03
2023-06-04 07:00:00+0200,498,8.56
2023-06-04 08:00:00+0200,1018,17.47
2023-06-04 09:00:00+0200,1215,20.86
2023-06-04 10:00:00+0200,1293,22.2
2023-06-04 11:00:00+0200,1473,25.28
2023-06-04 12:00:00+0200,1585,27.22
2023-06-04 13:00:00+0200,1655,28.41
2023-06-04 14:00:00+0200,1902,32.64
2023-06-04 15:00:00+0200,2343,40.21
2023-06-04 16:00:00+0200,2639,45.3
2023-06-04 17:00:00+0200,3158,54.21
2023-06-04 18:00:00+0200,3697,63.45
2023-06-04 19:00:00+0200,3788,65.01
2023-06-04 20:00:00+0200,3471,59.57
2023-06-04 21:00:00+0200,2979,51.12
2023-06-04 22:00:00+0200,2072,35.57
2023-06-04 23:00:00+0200,1607,27.59
2023-06-05 00:00:00+0200,1181,20.27
2023-06-05 01:00:00+0200,835,14.34
2023-06-05 02:00:00+0200,626,10.75
2023-06-05 03:00:00+0200,584,10.03
2023-06-05 04:00:00+0200,526,9.03
2023-06-05 05:00:00+0200,481,8.27
2023-06-05 06:00:00+0200,551,9.47
2023-06-05 07:00:00+0200,838,14.38
2023-06-05 08:00:00+0200,1342,23.03
2023-06-05 09:00:00+0200,1438,24.69
2023-06-05 10:00:00+0200,1266,21.72
2023-06-05 11:00:00+0200,1258,21.59
2023-06-05 12:00:00+0200,1440,24.72
2023-06-05 13:00:00+0200,1560,26.77
2023-06-05 14:00:00+0200,2040,35.02
2023-06-05 15:00:00+0200,2560,43.94
2023-06-05 16:00:00+0200,2888,49.55
2023-06-05 17:00:00+0200,3006,51.58
2023-06-05 18:00:00+0200,3146,53.98
2023-06-05 19:00:00+0200,3125,53.63
2023-06-05 20:00:00+0200,2666,45.75
2023-06-05 21:00:00+0200,2019,34.65
2023-06-05 22:00:00+0200,1519,26.06
2023-06-05 23:00:00+0200,1208,20.74
2023-06-06 00:00:00+0200,1040,17.86
2023-06-06 01:00:00+0200,929,15.94
2023-06-06 02:00:00+0200,722,12.39
2023-06-06 03:00:00+0200,686,11.78
2023-06-06 04:00:00+0200,691,11.85
2023-06-06 05:00:00+0200,734,12.6
2023-06-06 06:00:00+0200,766,13.15
2023-06-06 07:00:00+0200,1234,21.17
2023-06-06 08:00:00+0200,2013,34.54
2023-06-06 09:00:00+0200,1969,33.78
2023-06-06 10:00:00+0200,1949,33.45
2023-06-06 11:00:00+0200,2093,35.9
2023-06-06 12:00:00+0200,2188,37.54
2023-06-06 13:00:00+0200,2396,41.1
2023-06-06 14:00:00+0200,2765,47.43
2023-06-06 15:00:00+0200,3100,53.18
2023-06-06 16:00:00+0200,3201,54.9
2023-06-06 17:00:00+0200,3175,54.47
2023-06-06 18:00:00+0200,3135,53.77
2023-06-06 19:00:00+0200,2986,51.21
2023-06-06 20:00:00+0200,2694,46.21
2023-06-06 21:00:00+0200,2273,38.99
2023-06-06 22:00:00+0200,1482,25.43
2023-06-06 23:00:00+0200,1129,19.37
2023-06-07 00:00:00+0200,996,17.09
2023-06-07 01:00:00+0200,846,14.52
2023-06-07 02:00:00+0200,771,13.23
2023-06-07 03:00:00+0200,706,12.11
2023-06-07 04:00:00+0200,687,11.79
2023-06-07 05:00:00+0200,758,13.01
2023-06-07 06:00:00+0200,825,14.15
2023-06-07 07:00:00+0200,1119,19.2
2023-06-07 08:00:00+0200,1140,19.56
2023-06-07 09:00:00+0200,1051,18.03
2023-06-07 10:00:00+0200,1070,18.37
2023-06-07 11:00:00+0200,966,16.58
2023-06-07 12:00:00+0200,1009,17.31
2023-06-07 13:00:00+0200,1072,18.38
2023-06-07 14:00:00+0200,1381,23.69
2023-06-07 15:00:00+0200,1783,30.58
2023-06-07 16:00:00+0200,2248,38.56
2023-06-07 17:00:00+0200,2686,46.06
2023-06-07 18:00:00+0200,3014,51.69
2023-06-07 19:00:00+0200,3044,52.19
2023-06-07 20:00:00+0200,2717,46.6
2023-06-07 21:00:00+0200,2157,36.99
2023-06-07 22:00:00+0200,1683,28.86
2023-06-07 23:00:00+0200,1381,23.69
2023-06-08 00:00:00+0200,1246,21.38
2023-06-08 01:00:00+0200,1209,20.73
2023-06-08 02:00:00+0200,1001,17.17
2023-06-08 03:00:00+0200,883,15.14
2023-06-08 04:00:00+0200,885,15.19
2023-06-08 05:00:00+0200,857,14.7
2023-06-08 06:00:00+0200,903,15.5
2023-06-08 07:00:00+0200,1160,19.9
2023-06-08 08:00:00+0200,1587,27.21
2023-06-08 09:00:00+0200,1760,30.17
2023-06-08 10:00:00+0200,1878,32.2
2023-06-08 11:00:00+0200,1958,33.57
2023-06-08 12:00:00+0200,2274,38.99
2023-06-08 13:00:00+0200,2595,44.49
2023-06-08 14:00:00+0200,2975,51.01
2023-06-08 15:00:00+0200,3373,57.83
2023-06-08 16:00:00+0200,3743,64.17
2023-06-08 17:00:00+0200,4081,69.97
2023-06-08 18:00:00+0200,4164,71.38
2023-06-08 19:00:00+0200,3957,67.84
2023-06-08 20:00:00+0200,3764,64.52
2023-06-08 21:00:00+0200,3222,55.24
2023-06-08 22:00:00+0200,2434,41.73
2023-06-08 23:00:00+0200,2385,40.89
2023-06-09 00:00:00+0200,2163,37.08
2023-06-09 01:00:00+0200,1865,31.98
2023-06-09 02:00:00+0200,1699,29.14
2023-06-09 03:00:00+0200,1650,28.29
2023-06-09 04:00:00+0200,1635,28.03
2023-06-09 05:00:00+0200,1453,24.91
2023-06-09 06:00:00+0200,1468,25.16
2023-06-09 07:00:00+0200,2051,35.16
2023-06-09 08:00:00+0200,2286,39.18
2023-06-09 09:00:00+0200,1918,32.88
2023-06-09 10:00:00+0200,1758,30.14
2023-06-09 11:00:00+0200,1759,30.15
2023-06-09 12:00:00+0200,1803,30.91
2023-06-09 13:00:00+0200,2210,37.88
2023-06-09 14:00:00+0200,2766,47.4
2023-06-09 15:00:00+0200,3372,57.79
