time,Wind_production_MW,percentage
2019-09-01 00:00:00+0200,549,17.7
2019-09-01 01:00:00+0200,391,12.62
2019-09-01 02:00:00+0200,284,9.17
2019-09-01 03:00:00+0200,340,10.98
2019-09-01 04:00:00+0200,368,11.85
2019-09-01 05:00:00+0200,319,10.3
2019-09-01 06:00:00+0200,299,9.66
2019-09-01 07:00:00+0200,245,7.92
2019-09-01 08:00:00+0200,181,5.83
2019-09-01 09:00:00+0200,226,7.3
2019-09-01 10:00:00+0200,454,14.63
2019-09-01 11:00:00+0200,670,21.61
2019-09-01 12:00:00+0200,796,25.66
2019-09-01 13:00:00+0200,882,28.42
2019-09-01 14:00:00+0200,1020,32.86
2019-09-01 15:00:00+0200,1178,37.96
2019-09-01 16:00:00+0200,1183,38.12
2019-09-01 17:00:00+0200,1243,40.06
2019-09-01 18:00:00+0200,1041,33.54
2019-09-01 19:00:00+0200,754,24.28
2019-09-01 20:00:00+0200,400,12.91
2019-09-01 21:00:00+0200,286,9.22
2019-09-01 22:00:00+0200,220,7.1
2019-09-01 23:00:00+0200,124,4.0
2019-09-02 00:00:00+0200,157,5.06
2019-09-02 01:00:00+0200,153,4.95
2019-09-02 02:00:00+0200,150,4.83
2019-09-02 03:00:00+0200,220,7.1
2019-09-02 04:00:00+0200,217,7.0
2019-09-02 05:00:00+0200,209,6.73
2019-09-02 06:00:00+0200,216,6.99
2019-09-02 07:00:00+0200,221,7.12
2019-09-02 08:00:00+0200,178,5.76
2019-09-02 09:00:00+0200,260,8.39
2019-09-02 10:00:00+0200,548,17.67
2019-09-02 11:00:00+0200,767,24.71
2019-09-02 12:00:00+0200,749,24.15
2019-09-02 13:00:00+0200,676,21.8
2019-09-02 14:00:00+0200,860,27.7
2019-09-02 15:00:00+0200,974,31.38
2019-09-02 16:00:00+0200,1188,38.26
2019-09-02 17:00:00+0200,1306,42.09
2019-09-02 18:00:00+0200,1233,39.72
2019-09-02 19:00:00+0200,853,27.5
2019-09-02 20:00:00+0200,449,14.46
2019-09-02 21:00:00+0200,323,10.42
2019-09-02 22:00:00+0200,357,11.53
2019-09-02 23:00:00+0200,575,18.55
2019-09-03 00:00:00+0200,780,25.14
2019-09-03 01:00:00+0200,931,30.01
2019-09-03 02:00:00+0200,1190,38.34
2019-09-03 03:00:00+0200,1382,44.54
2019-09-03 04:00:00+0200,1277,41.13
2019-09-03 05:00:00+0200,1078,34.73
2019-09-03 06:00:00+0200,1051,33.86
2019-09-03 07:00:00+0200,1010,32.54
2019-09-03 08:00:00+0200,1051,33.87
2019-09-03 09:00:00+0200,1094,35.24
2019-09-03 10:00:00+0200,1430,46.06
2019-09-03 11:00:00+0200,1712,55.16
2019-09-03 12:00:00+0200,1732,55.81
2019-09-03 13:00:00+0200,1597,51.45
2019-09-03 14:00:00+0200,1622,52.24
2019-09-03 15:00:00+0200,1767,56.91
2019-09-03 16:00:00+0200,1480,47.69
2019-09-03 17:00:00+0200,1167,37.61
2019-09-03 18:00:00+0200,1041,33.55
2019-09-03 19:00:00+0200,643,20.73
2019-09-03 20:00:00+0200,302,9.74
2019-09-03 21:00:00+0200,144,4.66
2019-09-03 22:00:00+0200,163,5.26
2019-09-03 23:00:00+0200,244,7.89
2019-09-04 00:00:00+0200,290,9.35
2019-09-04 01:00:00+0200,435,14.04
2019-09-04 02:00:00+0200,443,14.28
2019-09-04 03:00:00+0200,488,15.72
2019-09-04 04:00:00+0200,609,19.65
