time,Wind_production_MW,percentage
2018-05-01 00:00:00+0200,2203,71.58
2018-05-01 01:00:00+0200,2402,78.06
2018-05-01 02:00:00+0200,2557,83.08
2018-05-01 03:00:00+0200,2694,87.54
2018-05-01 04:00:00+0200,2752,89.41
2018-05-01 05:00:00+0200,2785,90.49
2018-05-01 06:00:00+0200,2813,91.41
2018-05-01 07:00:00+0200,2775,90.18
2018-05-01 08:00:00+0200,2725,88.54
2018-05-01 09:00:00+0200,2755,89.51
2018-05-01 10:00:00+0200,2729,88.69
2018-05-01 11:00:00+0200,2784,90.45
2018-05-01 12:00:00+0200,2828,91.91
2018-05-01 13:00:00+0200,2768,89.93
2018-05-01 14:00:00+0200,2624,85.27
2018-05-01 15:00:00+0200,2428,78.89
2018-05-01 16:00:00+0200,2109,68.52
2018-05-01 17:00:00+0200,1761,57.24
2018-05-01 18:00:00+0200,1257,40.84
2018-05-01 19:00:00+0200,870,28.27
2018-05-01 20:00:00+0200,453,14.72
2018-05-01 21:00:00+0200,172,5.61
2018-05-01 22:00:00+0200,98,3.21
2018-05-01 23:00:00+0200,124,4.05
2018-05-02 00:00:00+0200,190,6.19
2018-05-02 01:00:00+0200,224,7.3
2018-05-02 02:00:00+0200,188,6.14
2018-05-02 03:00:00+0200,191,6.22
2018-05-02 04:00:00+0200,223,7.26
2018-05-02 05:00:00+0200,272,8.85
2018-05-02 06:00:00+0200,333,10.84
2018-05-02 07:00:00+0200,482,15.66
2018-05-02 08:00:00+0200,670,21.79
2018-05-02 09:00:00+0200,1057,34.37
2018-05-02 10:00:00+0200,1478,48.03
2018-05-02 11:00:00+0200,2024,65.77
2018-05-02 12:00:00+0200,2445,79.45
2018-05-02 13:00:00+0200,2500,81.23
2018-05-02 14:00:00+0200,2540,82.55
2018-05-02 15:00:00+0200,2519,81.84
2018-05-02 16:00:00+0200,2454,79.74
2018-05-02 17:00:00+0200,2411,78.35
2018-05-02 18:00:00+0200,2178,70.79
2018-05-02 19:00:00+0200,1788,58.09
2018-05-02 20:00:00+0200,1364,44.33
2018-05-02 21:00:00+0200,1132,36.8
2018-05-02 22:00:00+0200,1071,34.82
2018-05-02 23:00:00+0200,1155,37.56
2018-05-03 00:00:00+0200,772,25.09
2018-05-03 01:00:00+0200,455,14.8
2018-05-03 02:00:00+0200,241,7.86
2018-05-03 03:00:00+0200,121,3.95
2018-05-03 04:00:00+0200,93,3.03
2018-05-03 05:00:00+0200,103,3.38
2018-05-03 06:00:00+0200,88,2.89
2018-05-03 07:00:00+0200,71,2.31
2018-05-03 08:00:00+0200,104,3.39
2018-05-03 09:00:00+0200,241,7.83
2018-05-03 10:00:00+0200,318,10.35
2018-05-03 11:00:00+0200,550,17.89
2018-05-03 12:00:00+0200,693,22.52
2018-05-03 13:00:00+0200,835,27.13
2018-05-03 14:00:00+0200,672,21.86
2018-05-03 15:00:00+0200,500,16.26
