time,Wind_production_MW,percentage
2020-08-01 00:00:00+0200,759,22.77
2020-08-01 01:00:00+0200,488,14.63
2020-08-01 02:00:00+0200,343,10.29
2020-08-01 03:00:00+0200,369,11.07
2020-08-01 04:00:00+0200,352,10.57
2020-08-01 05:00:00+0200,356,10.7
2020-08-01 06:00:00+0200,421,12.63
2020-08-01 07:00:00+0200,518,15.54
2020-08-01 08:00:00+0200,607,18.22
2020-08-01 09:00:00+0200,842,25.27
2020-08-01 10:00:00+0200,966,28.99
2020-08-01 11:00:00+0200,952,28.55
2020-08-01 12:00:00+0200,884,26.5
2020-08-01 13:00:00+0200,786,23.59
2020-08-01 14:00:00+0200,854,25.62
2020-08-01 15:00:00+0200,802,24.07
2020-08-01 16:00:00+0200,816,24.48
2020-08-01 17:00:00+0200,855,25.64
2020-08-01 18:00:00+0200,756,22.68
2020-08-01 19:00:00+0200,649,19.47
2020-08-01 20:00:00+0200,535,16.04
2020-08-01 21:00:00+0200,239,7.18
2020-08-01 22:00:00+0200,82,2.47
2020-08-01 23:00:00+0200,66,1.99
2020-08-02 00:00:00+0200,77,2.32
2020-08-02 01:00:00+0200,89,2.67
2020-08-02 02:00:00+0200,107,3.24
2020-08-02 03:00:00+0200,121,3.64
2020-08-02 04:00:00+0200,153,4.6
2020-08-02 05:00:00+0200,238,7.14
2020-08-02 06:00:00+0200,329,9.87
2020-08-02 07:00:00+0200,253,7.61
2020-08-02 08:00:00+0200,302,9.07
2020-08-02 09:00:00+0200,619,18.56
2020-08-02 10:00:00+0200,901,27.01
2020-08-02 11:00:00+0200,1073,32.16
2020-08-02 12:00:00+0200,1306,39.16
2020-08-02 13:00:00+0200,1517,45.46
2020-08-02 14:00:00+0200,1544,46.29
2020-08-02 15:00:00+0200,1561,46.8
2020-08-02 16:00:00+0200,1533,45.95
2020-08-02 17:00:00+0200,1464,43.88
2020-08-02 18:00:00+0200,1183,35.47
2020-08-02 19:00:00+0200,784,23.5
2020-08-02 20:00:00+0200,370,11.09
2020-08-02 21:00:00+0200,76,2.28
2020-08-02 22:00:00+0200,16,0.51
2020-08-02 23:00:00+0200,10,0.32
2020-08-03 00:00:00+0200,10,0.31
2020-08-03 01:00:00+0200,7,0.23
2020-08-03 02:00:00+0200,1,0.05
2020-08-03 03:00:00+0200,0,0.02
2020-08-03 04:00:00+0200,6,0.2
2020-08-03 05:00:00+0200,18,0.55
2020-08-03 06:00:00+0200,33,1.01
2020-08-03 07:00:00+0200,25,0.77
2020-08-03 08:00:00+0200,45,1.35
2020-08-03 09:00:00+0200,104,3.14
2020-08-03 10:00:00+0200,200,6.01
2020-08-03 11:00:00+0200,236,7.1
2020-08-03 12:00:00+0200,194,5.81
2020-08-03 13:00:00+0200,281,8.44
2020-08-03 14:00:00+0200,298,8.94
2020-08-03 15:00:00+0200,180,5.41
2020-08-03 16:00:00+0200,244,7.31
2020-08-03 17:00:00+0200,193,5.8
2020-08-03 18:00:00+0200,162,4.88
2020-08-03 19:00:00+0200,253,7.6
2020-08-03 20:00:00+0200,274,8.21
2020-08-03 21:00:00+0200,248,7.43
2020-08-03 22:00:00+0200,156,4.67
2020-08-03 23:00:00+0200,116,3.47
2020-08-04 00:00:00+0200,87,2.61
2020-08-04 01:00:00+0200,45,1.37
2020-08-04 02:00:00+0200,23,0.7
2020-08-04 03:00:00+0200,24,0.75
2020-08-04 04:00:00+0200,60,1.82
2020-08-04 05:00:00+0200,69,2.08
2020-08-04 06:00:00+0200,64,1.93
2020-08-04 07:00:00+0200,42,1.26
2020-08-04 08:00:00+0200,28,0.87
2020-08-04 09:00:00+0200,92,2.78
2020-08-04 10:00:00+0200,112,3.36
2020-08-04 11:00:00+0200,115,3.44
2020-08-04 12:00:00+0200,164,4.93
2020-08-04 13:00:00+0200,182,5.47
2020-08-04 14:00:00+0200,208,6.25
2020-08-04 15:00:00+0200,301,9.03
2020-08-04 16:00:00+0200,297,8.92
2020-08-04 17:00:00+0200,280,8.38
2020-08-04 18:00:00+0200,294,8.83
2020-08-04 19:00:00+0200,307,9.21
2020-08-04 20:00:00+0200,203,6.1
2020-08-04 21:00:00+0200,196,5.87
2020-08-04 22:00:00+0200,255,7.64
2020-08-04 23:00:00+0200,388,11.62
2020-08-05 00:00:00+0200,392,11.75
2020-08-05 01:00:00+0200,464,13.9
2020-08-05 02:00:00+0200,685,20.53
2020-08-05 03:00:00+0200,978,29.27
2020-08-05 04:00:00+0200,990,29.65
2020-08-05 05:00:00+0200,898,26.89
2020-08-05 06:00:00+0200,856,25.64
2020-08-05 07:00:00+0200,859,25.74
2020-08-05 08:00:00+0200,1229,36.8
2020-08-05 09:00:00+0200,1710,51.18
2020-08-05 10:00:00+0200,1933,57.86
2020-08-05 11:00:00+0200,2102,62.92
2020-08-05 12:00:00+0200,2129,63.73
2020-08-05 13:00:00+0200,1986,59.44
2020-08-05 14:00:00+0200,1807,54.07
2020-08-05 15:00:00+0200,1552,46.45
2020-08-05 16:00:00+0200,1230,36.83
2020-08-05 17:00:00+0200,895,26.78
2020-08-05 18:00:00+0200,616,18.43
2020-08-05 19:00:00+0200,303,9.07
2020-08-05 20:00:00+0200,86,2.59
2020-08-05 21:00:00+0200,12,0.37
2020-08-05 22:00:00+0200,4,0.12
2020-08-05 23:00:00+0200,10,0.3
2020-08-06 00:00:00+0200,11,0.34
2020-08-06 01:00:00+0200,10,0.3
2020-08-06 02:00:00+0200,13,0.39
2020-08-06 03:00:00+0200,19,0.58
2020-08-06 04:00:00+0200,8,0.26
2020-08-06 05:00:00+0200,9,0.28
2020-08-06 06:00:00+0200,8,0.27
2020-08-06 07:00:00+0200,8,0.25
2020-08-06 08:00:00+0200,39,1.2
2020-08-06 09:00:00+0200,85,2.54
2020-08-06 10:00:00+0200,120,3.6
2020-08-06 11:00:00+0200,141,4.23
2020-08-06 12:00:00+0200,165,4.94
2020-08-06 13:00:00+0200,104,3.11
2020-08-06 14:00:00+0200,71,2.15
2020-08-06 15:00:00+0200,66,1.99
2020-08-06 16:00:00+0200,74,2.21
2020-08-06 17:00:00+0200,95,2.86
2020-08-06 18:00:00+0200,213,6.4
2020-08-06 19:00:00+0200,222,6.66
2020-08-06 20:00:00+0200,208,6.24
2020-08-06 21:00:00+0200,136,4.09
2020-08-06 22:00:00+0200,64,1.93
2020-08-06 23:00:00+0200,102,3.07
2020-08-07 00:00:00+0200,143,4.29
2020-08-07 01:00:00+0200,108,3.25
2020-08-07 02:00:00+0200,89,2.68
2020-08-07 03:00:00+0200,71,2.13
2020-08-07 04:00:00+0200,51,1.55
2020-08-07 05:00:00+0200,38,1.16
2020-08-07 06:00:00+0200,10,0.32
2020-08-07 07:00:00+0200,5,0.15
2020-08-07 08:00:00+0200,0,0.02
2020-08-07 09:00:00+0200,2,0.07
2020-08-07 10:00:00+0200,4,0.15
2020-08-07 11:00:00+0200,15,0.45
2020-08-07 12:00:00+0200,70,2.11
2020-08-07 13:00:00+0200,93,2.8
2020-08-07 14:00:00+0200,64,1.92
2020-08-07 15:00:00+0200,52,1.57
2020-08-07 16:00:00+0200,66,1.98
2020-08-07 17:00:00+0200,103,3.08
2020-08-07 18:00:00+0200,141,4.23
2020-08-07 19:00:00+0200,162,4.87
2020-08-07 20:00:00+0200,104,3.13
2020-08-07 21:00:00+0200,90,2.7
2020-08-07 22:00:00+0200,70,2.12
2020-08-07 23:00:00+0200,42,1.26
2020-08-08 00:00:00+0200,32,0.98
2020-08-08 01:00:00+0200,25,0.78
2020-08-08 02:00:00+0200,5,0.16
2020-08-08 03:00:00+0200,5,0.15
2020-08-08 04:00:00+0200,0,0.02
2020-08-08 05:00:00+0200,0,0.0
2020-08-08 06:00:00+0200,0,0.0
2020-08-08 07:00:00+0200,0,0.0
2020-08-08 08:00:00+0200,0,0.0
2020-08-08 09:00:00+0200,0,0.0
2020-08-08 10:00:00+0200,0,0.0
2020-08-08 11:00:00+0200,3,0.1
2020-08-08 12:00:00+0200,17,0.52
2020-08-08 13:00:00+0200,44,1.33
2020-08-08 14:00:00+0200,80,2.41
2020-08-08 15:00:00+0200,112,3.35
2020-08-08 16:00:00+0200,234,7.02
2020-08-08 17:00:00+0200,361,10.81
2020-08-08 18:00:00+0200,403,12.07
2020-08-08 19:00:00+0200,412,12.32
2020-08-08 20:00:00+0200,293,8.77
2020-08-08 21:00:00+0200,202,6.05
2020-08-08 22:00:00+0200,141,4.22
2020-08-08 23:00:00+0200,146,4.38
2020-08-09 00:00:00+0200,131,3.93
2020-08-09 01:00:00+0200,103,3.08
2020-08-09 02:00:00+0200,78,2.34
2020-08-09 03:00:00+0200,65,1.95
2020-08-09 04:00:00+0200,59,1.78
2020-08-09 05:00:00+0200,73,2.21
2020-08-09 06:00:00+0200,78,2.34
2020-08-09 07:00:00+0200,165,4.93
2020-08-09 08:00:00+0200,214,6.42
2020-08-09 09:00:00+0200,325,9.72
2020-08-09 10:00:00+0200,392,11.74
2020-08-09 11:00:00+0200,449,13.44
2020-08-09 12:00:00+0200,757,22.63
2020-08-09 13:00:00+0200,1094,32.71
2020-08-09 14:00:00+0200,1375,41.1
2020-08-09 15:00:00+0200,1412,42.21
2020-08-09 16:00:00+0200,1314,39.28
2020-08-09 17:00:00+0200,1278,38.18
2020-08-09 18:00:00+0200,1242,37.13
2020-08-09 19:00:00+0200,1130,33.77
2020-08-09 20:00:00+0200,976,29.16
2020-08-09 21:00:00+0200,709,21.21
2020-08-09 22:00:00+0200,598,17.89
2020-08-09 23:00:00+0200,530,15.86
2020-08-10 00:00:00+0200,504,15.06
2020-08-10 01:00:00+0200,403,12.06
2020-08-10 02:00:00+0200,334,9.98
