time,Wind_production_MW,percentage
2024-12-01 00:00:00+0100,554,8.51
2024-12-01 01:00:00+0100,553,8.48
2024-12-01 02:00:00+0100,656,10.06
2024-12-01 03:00:00+0100,747,11.46
2024-12-01 04:00:00+0100,754,11.57
2024-12-01 05:00:00+0100,815,12.5
2024-12-01 06:00:00+0100,852,13.08
2024-12-01 07:00:00+0100,1045,16.03
2024-12-01 08:00:00+0100,1301,19.95
2024-12-01 09:00:00+0100,1678,25.74
2024-12-01 10:00:00+0100,1847,28.33
2024-12-01 11:00:00+0100,2034,31.19
2024-12-01 12:00:00+0100,2293,35.16
2024-12-01 13:00:00+0100,2515,38.57
2024-12-01 14:00:00+0100,2459,37.71
2024-12-01 15:00:00+0100,2208,33.86
2024-12-01 16:00:00+0100,2581,39.59
2024-12-01 17:00:00+0100,3318,50.87
2024-12-01 18:00:00+0100,3493,53.56
2024-12-01 19:00:00+0100,3285,50.38
2024-12-01 20:00:00+0100,3509,53.81
2024-12-01 21:00:00+0100,4188,64.22
2024-12-01 22:00:00+0100,4254,65.23
2024-12-01 23:00:00+0100,4259,65.31
2024-12-02 00:00:00+0100,4069,62.4
2024-12-02 01:00:00+0100,3663,56.17
2024-12-02 02:00:00+0100,3478,53.33
2024-12-02 03:00:00+0100,3474,53.26
2024-12-02 04:00:00+0100,3710,56.89
2024-12-02 05:00:00+0100,3879,59.48
2024-12-02 06:00:00+0100,3844,58.95
2024-12-02 07:00:00+0100,3605,55.28
2024-12-02 08:00:00+0100,3660,56.12
2024-12-02 09:00:00+0100,3474,53.26
2024-12-02 10:00:00+0100,3398,52.1
2024-12-02 11:00:00+0100,3326,50.99
2024-12-02 12:00:00+0100,3314,50.81
2024-12-02 13:00:00+0100,3287,50.4
2024-12-02 14:00:00+0100,3285,50.37
2024-12-02 15:00:00+0100,2719,41.69
2024-12-02 16:00:00+0100,1914,29.35
2024-12-02 17:00:00+0100,1646,25.24
2024-12-02 18:00:00+0100,1538,23.59
2024-12-02 19:00:00+0100,1614,24.76
2024-12-02 20:00:00+0100,1596,24.47
2024-12-02 21:00:00+0100,1423,21.82
2024-12-02 22:00:00+0100,1388,21.28
2024-12-02 23:00:00+0100,1596,24.48
2024-12-03 00:00:00+0100,2251,34.51
2024-12-03 01:00:00+0100,3192,48.93
2024-12-03 02:00:00+0100,4009,61.46
2024-12-03 03:00:00+0100,3735,57.26
2024-12-03 04:00:00+0100,3303,50.64
2024-12-03 05:00:00+0100,3103,47.58
2024-12-03 06:00:00+0100,2752,42.19
2024-12-03 07:00:00+0100,2350,36.03
2024-12-03 08:00:00+0100,1924,29.5
2024-12-03 09:00:00+0100,1572,24.1
2024-12-03 10:00:00+0100,1485,22.77
2024-12-03 11:00:00+0100,1736,26.62
2024-12-03 12:00:00+0100,1790,27.44
2024-12-03 13:00:00+0100,1834,28.12
2024-12-03 14:00:00+0100,1686,25.85
2024-12-03 15:00:00+0100,1601,24.55
2024-12-03 16:00:00+0100,1555,23.84
2024-12-03 17:00:00+0100,1424,21.83
2024-12-03 18:00:00+0100,1413,21.67
2024-12-03 19:00:00+0100,1092,16.75
2024-12-03 20:00:00+0100,876,13.44
2024-12-03 21:00:00+0100,723,11.09
2024-12-03 22:00:00+0100,533,8.18
2024-12-03 23:00:00+0100,374,5.74
2024-12-04 00:00:00+0100,315,4.84
2024-12-04 01:00:00+0100,223,3.42
2024-12-04 02:00:00+0100,201,3.09
2024-12-04 03:00:00+0100,204,3.13
2024-12-04 04:00:00+0100,346,5.31
2024-12-04 05:00:00+0100,314,4.82
2024-12-04 06:00:00+0100,150,2.31
2024-12-04 07:00:00+0100,166,2.55
2024-12-04 08:00:00+0100,229,3.51
2024-12-04 09:00:00+0100,264,4.06
2024-12-04 10:00:00+0100,314,4.82
2024-12-04 11:00:00+0100,250,3.85
2024-12-04 12:00:00+0100,267,4.1
2024-12-04 13:00:00+0100,308,4.73
2024-12-04 14:00:00+0100,336,5.16
2024-12-04 15:00:00+0100,435,6.68
2024-12-04 16:00:00+0100,456,7.0
2024-12-04 17:00:00+0100,482,7.39
2024-12-04 18:00:00+0100,608,9.33
2024-12-04 19:00:00+0100,657,10.07
2024-12-04 20:00:00+0100,760,11.65
2024-12-04 21:00:00+0100,909,13.93
2024-12-04 22:00:00+0100,1061,16.27
2024-12-04 23:00:00+0100,1274,19.53
2024-12-05 00:00:00+0100,1614,24.75
2024-12-05 01:00:00+0100,2023,31.01
2024-12-05 02:00:00+0100,2801,42.93
2024-12-05 03:00:00+0100,3307,50.69
2024-12-05 04:00:00+0100,3608,55.3
2024-12-05 05:00:00+0100,4167,63.86
2024-12-05 06:00:00+0100,4595,70.41
2024-12-05 07:00:00+0100,4968,76.14
2024-12-05 08:00:00+0100,5440,83.36
2024-12-05 09:00:00+0100,5815,89.12
2024-12-05 10:00:00+0100,6120,93.79
2024-12-05 11:00:00+0100,6218,95.28
2024-12-05 12:00:00+0100,6284,96.31
2024-12-05 13:00:00+0100,6239,95.61
2024-12-05 14:00:00+0100,6156,94.33
2024-12-05 15:00:00+0100,6085,93.25
2024-12-05 16:00:00+0100,6008,92.07
2024-12-05 17:00:00+0100,5838,89.46
2024-12-05 18:00:00+0100,5707,87.45
2024-12-05 19:00:00+0100,5638,86.39
2024-12-05 20:00:00+0100,5743,88.0
2024-12-05 21:00:00+0100,6080,93.16
2024-12-05 22:00:00+0100,6129,93.92
2024-12-05 23:00:00+0100,6132,93.97
2024-12-06 00:00:00+0100,6161,94.41
2024-12-06 01:00:00+0100,6089,93.31
2024-12-06 02:00:00+0100,6004,92.01
2024-12-06 03:00:00+0100,6146,94.17
2024-12-06 04:00:00+0100,6341,97.16
2024-12-06 05:00:00+0100,6260,95.93
2024-12-06 06:00:00+0100,5719,87.63
