time,Wind_production_MW,percentage
2023-08-01 00:00:00+0200,1711,28.88
2023-08-01 01:00:00+0200,1684,28.43
2023-08-01 02:00:00+0200,1706,28.8
2023-08-01 03:00:00+0200,1846,31.15
2023-08-01 04:00:00+0200,2040,34.44
2023-08-01 05:00:00+0200,2065,34.84
2023-08-01 06:00:00+0200,2163,36.5
2023-08-01 07:00:00+0200,2533,42.75
2023-08-01 08:00:00+0200,3013,50.84
2023-08-01 09:00:00+0200,3643,61.47
2023-08-01 10:00:00+0200,4599,77.6
2023-08-01 11:00:00+0200,4822,81.36
2023-08-01 12:00:00+0200,4912,82.89
2023-08-01 13:00:00+0200,4902,82.71
2023-08-01 14:00:00+0200,5078,85.67
2023-08-01 15:00:00+0200,5335,90.01
2023-08-01 16:00:00+0200,5460,92.12
2023-08-01 17:00:00+0200,5231,88.26
2023-08-01 18:00:00+0200,4651,78.47
2023-08-01 19:00:00+0200,4233,71.41
2023-08-01 20:00:00+0200,3428,57.84
2023-08-01 21:00:00+0200,2741,46.25
2023-08-01 22:00:00+0200,1939,32.71
2023-08-01 23:00:00+0200,1512,25.51
2023-08-02 00:00:00+0200,1189,20.06
2023-08-02 01:00:00+0200,883,14.91
2023-08-02 02:00:00+0200,704,11.88
2023-08-02 03:00:00+0200,605,10.21
2023-08-02 04:00:00+0200,664,11.21
2023-08-02 05:00:00+0200,880,14.86
2023-08-02 06:00:00+0200,1114,18.8
2023-08-02 07:00:00+0200,1595,26.91
2023-08-02 08:00:00+0200,2024,34.14
2023-08-02 09:00:00+0200,2383,40.2
2023-08-02 10:00:00+0200,2973,50.16
2023-08-02 11:00:00+0200,3432,57.89
2023-08-02 12:00:00+0200,3788,63.9
2023-08-02 13:00:00+0200,3807,64.21
2023-08-02 14:00:00+0200,4112,69.36
2023-08-02 15:00:00+0200,4586,77.36
2023-08-02 16:00:00+0200,4880,82.31
2023-08-02 17:00:00+0200,5119,86.35
2023-08-02 18:00:00+0200,4974,83.89
2023-08-02 19:00:00+0200,4382,73.91
2023-08-02 20:00:00+0200,3652,61.6
2023-08-02 21:00:00+0200,2973,50.15
2023-08-02 22:00:00+0200,2934,49.49
2023-08-02 23:00:00+0200,2932,49.46
2023-08-03 00:00:00+0200,3030,51.11
2023-08-03 01:00:00+0200,3047,51.39
2023-08-03 02:00:00+0200,2828,47.69
2023-08-03 03:00:00+0200,2571,43.37
2023-08-03 04:00:00+0200,2297,38.74
2023-08-03 05:00:00+0200,2237,37.73
2023-08-03 06:00:00+0200,1979,33.37
2023-08-03 07:00:00+0200,1923,32.44
2023-08-03 08:00:00+0200,1896,31.98
2023-08-03 09:00:00+0200,2374,40.03
2023-08-03 10:00:00+0200,2938,49.54
2023-08-03 11:00:00+0200,3448,58.14
2023-08-03 12:00:00+0200,3888,65.56
2023-08-03 13:00:00+0200,4349,73.34
