time,Wind_production_MW,percentage
2021-09-01 00:00:00+0200,481,11.65
2021-09-01 01:00:00+0200,415,10.05
2021-09-01 02:00:00+0200,312,7.58
2021-09-01 03:00:00+0200,181,4.38
2021-09-01 04:00:00+0200,129,3.14
2021-09-01 05:00:00+0200,85,2.06
2021-09-01 06:00:00+0200,92,2.25
2021-09-01 07:00:00+0200,64,1.55
2021-09-01 08:00:00+0200,94,2.28
2021-09-01 09:00:00+0200,94,2.28
2021-09-01 10:00:00+0200,112,2.73
2021-09-01 11:00:00+0200,179,4.34
2021-09-01 12:00:00+0200,133,3.24
2021-09-01 13:00:00+0200,169,4.1
2021-09-01 14:00:00+0200,253,6.14
2021-09-01 15:00:00+0200,349,8.47
2021-09-01 16:00:00+0200,360,8.71
2021-09-01 17:00:00+0200,291,7.04
2021-09-01 18:00:00+0200,244,5.93
2021-09-01 19:00:00+0200,242,5.87
2021-09-01 20:00:00+0200,139,3.38
2021-09-01 21:00:00+0200,107,2.59
2021-09-01 22:00:00+0200,66,1.62
2021-09-01 23:00:00+0200,51,1.24
2021-09-02 00:00:00+0200,19,0.48
2021-09-02 01:00:00+0200,35,0.86
2021-09-02 02:00:00+0200,35,0.87
2021-09-02 03:00:00+0200,15,0.37
2021-09-02 04:00:00+0200,8,0.2
2021-09-02 05:00:00+0200,23,0.58
2021-09-02 06:00:00+0200,24,0.6
2021-09-02 07:00:00+0200,0,0.0
2021-09-02 08:00:00+0200,4,0.1
2021-09-02 09:00:00+0200,33,0.82
2021-09-02 10:00:00+0200,97,2.35
2021-09-02 11:00:00+0200,112,2.72
2021-09-02 12:00:00+0200,95,2.32
2021-09-02 13:00:00+0200,98,2.38
2021-09-02 14:00:00+0200,116,2.82
2021-09-02 15:00:00+0200,179,4.35
2021-09-02 16:00:00+0200,208,5.03
2021-09-02 17:00:00+0200,327,7.91
2021-09-02 18:00:00+0200,390,9.44
2021-09-02 19:00:00+0200,410,9.92
2021-09-02 20:00:00+0200,293,7.1
2021-09-02 21:00:00+0200,186,4.5
2021-09-02 22:00:00+0200,141,3.42
2021-09-02 23:00:00+0200,114,2.76
2021-09-03 00:00:00+0200,101,2.46
2021-09-03 01:00:00+0200,119,2.89
2021-09-03 02:00:00+0200,75,1.82
2021-09-03 03:00:00+0200,73,1.78
2021-09-03 04:00:00+0200,86,2.1
2021-09-03 05:00:00+0200,77,1.88
2021-09-03 06:00:00+0200,79,1.93
2021-09-03 07:00:00+0200,72,1.75
2021-09-03 08:00:00+0200,60,1.46
2021-09-03 09:00:00+0200,157,3.8
2021-09-03 10:00:00+0200,338,8.18
2021-09-03 11:00:00+0200,503,12.18
2021-09-03 12:00:00+0200,556,13.46
2021-09-03 13:00:00+0200,513,12.41
2021-09-03 14:00:00+0200,518,12.53
2021-09-03 15:00:00+0200,564,13.64
