time,Wind_production_MW,percentage
2023-12-01 00:00:00+0100,260,4.24
2023-12-01 01:00:00+0100,227,3.71
2023-12-01 02:00:00+0100,307,5.02
2023-12-01 03:00:00+0100,300,4.9
2023-12-01 04:00:00+0100,395,6.45
2023-12-01 05:00:00+0100,431,7.04
2023-12-01 06:00:00+0100,359,5.86
2023-12-01 07:00:00+0100,273,4.45
2023-12-01 08:00:00+0100,212,3.46
2023-12-01 09:00:00+0100,207,3.37
2023-12-01 10:00:00+0100,265,4.32
2023-12-01 11:00:00+0100,306,4.99
2023-12-01 12:00:00+0100,421,6.87
2023-12-01 13:00:00+0100,392,6.4
2023-12-01 14:00:00+0100,303,4.95
2023-12-01 15:00:00+0100,281,4.58
2023-12-01 16:00:00+0100,205,3.34
2023-12-01 17:00:00+0100,153,2.5
2023-12-01 18:00:00+0100,134,2.2
2023-12-01 19:00:00+0100,122,2.0
2023-12-01 20:00:00+0100,50,0.82
2023-12-01 21:00:00+0100,22,0.36
2023-12-01 22:00:00+0100,30,0.49
2023-12-01 23:00:00+0100,18,0.31
2023-12-02 00:00:00+0100,3,0.06
2023-12-02 01:00:00+0100,4,0.08
2023-12-02 02:00:00+0100,6,0.1
2023-12-02 03:00:00+0100,6,0.11
2023-12-02 04:00:00+0100,3,0.06
2023-12-02 05:00:00+0100,0,0.01
2023-12-02 06:00:00+0100,7,0.12
2023-12-02 07:00:00+0100,25,0.41
2023-12-02 08:00:00+0100,37,0.61
2023-12-02 09:00:00+0100,90,1.47
2023-12-02 10:00:00+0100,163,2.66
2023-12-02 11:00:00+0100,195,3.18
2023-12-02 12:00:00+0100,193,3.15
2023-12-02 13:00:00+0100,160,2.61
2023-12-02 14:00:00+0100,136,2.22
2023-12-02 15:00:00+0100,181,2.95
2023-12-02 16:00:00+0100,206,3.36
2023-12-02 17:00:00+0100,254,4.14
2023-12-02 18:00:00+0100,334,5.44
2023-12-02 19:00:00+0100,469,7.64
2023-12-02 20:00:00+0100,497,8.1
2023-12-02 21:00:00+0100,511,8.32
2023-12-02 22:00:00+0100,408,6.65
2023-12-02 23:00:00+0100,422,6.87
2023-12-03 00:00:00+0100,500,8.14
2023-12-03 01:00:00+0100,395,6.45
