time,DA_price
2022-01-01 00:00:00+0100,124.7
2022-01-01 01:00:00+0100,124.7
2022-01-01 02:00:00+0100,134.0
2022-01-01 03:00:00+0100,58.8
2022-01-01 04:00:00+0100,37.67
2022-01-01 05:00:00+0100,39.7
2022-01-01 06:00:00+0100,40.59
2022-01-01 07:00:00+0100,43.26
2022-01-01 08:00:00+0100,49.66
2022-01-01 09:00:00+0100,70.05
2022-01-01 10:00:00+0100,76.79
2022-01-01 11:00:00+0100,84.1
2022-01-01 12:00:00+0100,94.74
2022-01-01 13:00:00+0100,96.8
2022-01-01 14:00:00+0100,97.17
2022-01-01 15:00:00+0100,101.27
2022-01-01 16:00:00+0100,126.6
2022-01-01 17:00:00+0100,149.97
2022-01-01 18:00:00+0100,146.33
2022-01-01 19:00:00+0100,140.28
2022-01-01 20:00:00+0100,121.88
2022-01-01 21:00:00+0100,102.61
2022-01-01 22:00:00+0100,97.46
2022-01-01 23:00:00+0100,85.16
2022-01-02 00:00:00+0100,57.08
2022-01-02 01:00:00+0100,52.59
2022-01-02 02:00:00+0100,48.97
2022-01-02 03:00:00+0100,34.94
2022-01-02 04:00:00+0100,29.56
2022-01-02 05:00:00+0100,33.97
2022-01-02 06:00:00+0100,34.52
2022-01-02 07:00:00+0100,41.8
2022-01-02 08:00:00+0100,48.95
2022-01-02 09:00:00+0100,60.01
2022-01-02 10:00:00+0100,70.09
2022-01-02 11:00:00+0100,66.26
2022-01-02 12:00:00+0100,64.54
2022-01-02 13:00:00+0100,46.96
2022-01-02 14:00:00+0100,49.06
2022-01-02 15:00:00+0100,74.99
2022-01-02 16:00:00+0100,85.0
2022-01-02 17:00:00+0100,100.0
2022-01-02 18:00:00+0100,109.9
2022-01-02 19:00:00+0100,99.9
2022-01-02 20:00:00+0100,77.0
2022-01-02 21:00:00+0100,46.16
2022-01-02 22:00:00+0100,46.29
2022-01-02 23:00:00+0100,32.93
2022-01-03 00:00:00+0100,0.31
2022-01-03 01:00:00+0100,-0.01
2022-01-03 02:00:00+0100,-0.07
2022-01-03 03:00:00+0100,-1.05
