date,MW
2019-01-01 00:00:00+01:00,3100.0
2019-12-31 00:00:00+01:00,3190.0
2020-12-31 00:00:00+01:00,3800.0
2021-12-31 00:00:00+01:00,4800.0
2022-12-31 00:00:00+01:00,5600.0
2023-12-31 00:00:00+01:00,6200.0
2024-12-31 00:00:00+01:00,6580.0
2025-12-31 00:00:00+01:00,8180.0
2026-12-31 00:00:00+01:00,9620.0
